,Material 1 : Cohesion (kN/m2),Material 1 : Phi (deg),Material 1 : Unit Weight (kN/m3),Load #1 Magnitude (kN/m),Load #2 Magnitude (kN/m),Factor of Safety - spencer,Factor of Safety - gle/morgenstern-price,Unnamed: 7,slope_angle,slope_height
23,3.65196,28.5114,12.9101,12.7192,30.9461,1.7854,1.82927,,90.0,9.0
24,12.4104,25.7475,16.6887,5.20435,29.9481,1.9481,1.97052,,90.0,9.0
25,6.18445,22.9187,18.5829,46.8142,48.4235,1.30493,1.30836,,90.0,9.0
26,0.561921,30.8207,12.8072,86.235,99.1151,2.18595,2.23615,,90.0,9.0
27,18.88,39.3772,17.0792,7.64736,99.6705,5.64123,5.97822,,90.0,9.0
28,7.49724,42.2164,20.3112,15.9405,14.6674,2.04893,2.04925,,90.0,9.0
29,3.58385,40.14,16.0798,48.1949,81.725,3.32986,3.45438,,90.0,9.0
30,14.6795,31.9393,21.615,56.0081,19.2023,1.53187,1.53403,,90.0,9.0
31,2.75299,16.2996,18.9905,56.8213,40.9938,0.777747,0.777207,,90.0,9.0
32,0.87532,31.1615,17.6981,81.904,9.21823,1.03233,1.03543,,90.0,9.0
33,4.48589,43.2016,13.7236,91.3257,58.7605,2.6144,2.6142,,90.0,9.0
34,3.84362,22.0095,16.5144,56.3741,45.6685,1.18525,1.18967,,90.0,9.0
35,7.50729,31.3655,13.6935,47.7032,73.4017,2.61807,2.68046,,90.0,9.0
36,10.6131,37.1993,12.4771,35.3252,40.7537,2.77754,2.76977,,90.0,9.0
37,3.24265,39.0203,12.0246,32.2993,16.9957,1.82945,1.83559,,90.0,9.0
38,12.8284,34.8708,12.1702,75.7917,22.3122,1.76761,1.76762,,90.0,9.0
39,9.69331,29.8417,15.7207,76.6738,74.4087,2.09105,2.09788,,90.0,9.0
40,1.24815,39.1908,19.6695,9.20404,18.2615,1.76969,1.7696,,90.0,9.0
41,17.3694,23.4759,16.3815,40.8733,56.3986,2.04211,2.07427,,90.0,9.0
42,3.95435,38.8775,21.9954,57.9333,14.2526,1.54747,1.54972,,90.0,9.0
43,17.2509,28.1716,14.8994,49.3066,43.7954,2.11323,2.11444,,90.0,9.0
44,8.64921,36.7837,20.0463,9.48131,92.1597,4.00169,4.21924,,90.0,9.0
45,2.48356,19.4578,19.0794,77.9718,51.1583,0.933289,0.93215,,90.0,9.0
46,13.3058,34.6806,19.5966,37.5568,88.9767,3.2002,3.35319,,90.0,9.0
47,14.2122,31.9904,12.4785,59.19,12.687,1.59634,1.59291,,90.0,9.0
48,0.706884,26.8167,20.5764,13.848,73.8239,2.02232,2.10099,,90.0,9.0
49,12.8558,25.6665,12.4215,14.96,17.265,1.7445,1.74575,,90.0,9.0
50,14.6264,31.7724,14.6474,74.6497,31.2556,1.76293,1.76383,,90.0,9.0
51,13.0653,20.4832,18.074,25.9844,43.0689,1.57287,1.59029,,90.0,9.0
52,5.02926,34.2215,15.4233,5.98928,79.0824,3.9116,4.11155,,90.0,9.0
53,2.72378,36.0143,15.8558,7.80733,68.3385,3.49243,3.67127,,90.0,9.0
54,14.4793,20.8526,17.1783,98.7546,12.6691,0.945319,0.946308,,90.0,9.0
55,12.4296,37.8532,17.0239,56.4274,61.141,2.75614,2.74747,,90.0,9.0
56,8.10068,15.7336,13.5746,58.5152,34.8374,0.976916,0.977051,,90.0,9.0
57,16.3675,42.1372,18.7607,78.421,44.1814,2.52822,2.52894,,90.0,9.0
58,13.8715,39.8519,15.1421,58.2456,28.7745,2.26571,2.2666,,90.0,9.0
59,18.3844,22.6563,21.6945,78.9338,1.97414,1.01503,1.01584,,90.0,9.0
60,1.92162,15.7936,17.7409,83.9419,45.3444,0.702482,0.703291,,90.0,9.0
61,2.17619,44.6621,21.9602,31.9949,33.9986,2.33808,2.33818,,90.0,9.0
62,13.5454,35.2748,18.158,60.8324,45.5306,2.12005,2.117,,90.0,9.0
63,6.43955,27.1179,13.2793,87.0165,23.5595,1.15456,1.15745,,90.0,9.0
64,12.7,33.532,12.044,71.04,99.7009,3.19717,3.32176,,90.0,9.0
65,4.56763,18.0552,14.8681,9.18895,11.0166,0.817251,0.817072,,90.0,9.0
66,15.9932,17.8715,19.6649,15.3094,3.02611,0.986558,0.989586,,90.0,9.0
67,16.3482,36.2972,12.2017,44.4564,78.8238,3.85057,3.97881,,90.0,9.0
68,11.3735,21.5876,16.1417,77.8731,13.907,0.982355,0.976863,,90.0,9.0
69,16.76,24.1957,20.581,43.8615,65.6486,1.93451,1.96652,,90.0,9.0
70,0.850175,38.1895,19.7757,41.1438,53.1822,2.25128,2.24919,,90.0,9.0
71,11.2372,13.7848,21.2023,2.31851,98.5669,1.73892,1.8146,,90.0,9.0
72,11.5294,22.7826,20.9728,93.182,27.6112,1.04441,1.04622,,90.0,9.0
73,7.90655,43.8026,15.0564,58.3017,34.2234,2.48129,2.48195,,90.0,9.0
74,6.37684,27.8955,17.6075,66.3564,12.0245,1.09286,1.0925,,90.0,9.0
75,18.8505,31.9493,21.868,86.46,66.5497,2.07512,2.07098,,90.0,9.0
76,10.4374,13.5398,16.7343,61.3438,38.4562,0.900108,0.900137,,90.0,9.0
77,3.1326,18.3268,21.7944,28.8348,38.6248,0.859204,0.863856,,90.0,9.0
78,14.3224,39.0782,13.0498,50.0553,39.8139,2.7138,2.709,,90.0,9.0
79,1.68396,38.6152,18.3454,15.2525,81.4545,3.63324,3.80413,,90.0,9.0
80,15.4016,10.4428,19.2651,84.3087,47.2581,0.816529,0.817573,,90.0,9.0
81,18.3224,15.8624,14.7495,64.6818,72.833,1.61927,1.63285,,90.0,9.0
82,17.4196,23.3839,16.1598,94.241,58.9324,1.62557,1.62485,,90.0,9.0
83,15.0492,26.468,15.6719,6.31379,54.4214,2.84436,2.95476,,90.0,9.0
84,7.62201,12.135,15.7513,93.8075,62.0958,0.805559,0.805213,,90.0,9.0
85,0.618189,13.0675,15.7584,16.8122,82.1191,1.15251,1.20834,,90.0,9.0
86,7.58745,33.4903,14.2622,99.6508,81.212,2.22455,2.22373,,90.0,9.0
87,4.87798,34.928,15.6906,35.7377,68.393,2.76054,2.85866,,90.0,9.0
88,17.4517,23.7322,15.9429,68.0156,83.307,2.12347,2.15458,,90.0,9.0
89,9.63142,26.395,18.2476,60.9462,66.0634,1.79961,1.79503,,90.0,9.0
90,15.5328,12.5069,17.2229,49.2692,55.0479,1.19353,1.21013,,90.0,9.0
91,1.2875,21.782,18.3019,27.7927,77.7132,1.63952,1.68109,,90.0,9.0
92,19.3015,43.691,13.9932,2.54641,59.675,5.83226,6.15086,,90.0,9.0
93,5.58324,13.4111,19.6461,43.5426,94.0514,1.13356,1.18346,,90.0,9.0
94,8.96947,25.7808,17.2544,0.485197,89.462,3.19997,3.43669,,90.0,9.0
95,17.6527,37.1826,18.7335,72.6538,1.62551,1.6021,1.6028,,90.0,9.0
96,18.5404,35.8572,14.1782,6.10012,46.623,3.95406,4.08024,,90.0,9.0
97,6.92084,25.0871,18.2958,66.5593,9.05266,0.975785,0.970269,,90.0,9.0
98,0.323985,21.1655,16.9643,51.5325,64.644,1.21624,1.21988,,90.0,9.0
99,12.6157,31.6407,15.4116,73.2935,1.93082,1.29081,1.29231,,90.0,9.0
100,15.9386,43.0091,12.7173,53.5216,17.9245,2.40576,2.4039,,90.0,9.0
101,14.0739,33.5984,21.8233,93.6247,63.5324,2.01615,2.01709,,90.0,9.0
102,4.62533,34.1922,20.0348,74.7459,22.9248,1.39492,1.39385,,90.0,9.0
103,11.4203,34.7476,13.1497,28.5409,85.6939,3.99597,4.17122,,90.0,9.0
104,15.3693,14.8706,20.3938,51.6306,77.8071,1.36683,1.39508,,90.0,9.0
105,7.75906,30.755,15.6215,23.2902,79.965,3.08461,3.1955,,90.0,9.0
106,5.14486,29.05,19.479,79.6639,96.2124,1.99268,2.04495,,90.0,9.0
107,14.3786,35.9691,19.2712,77.381,18.9654,1.66842,1.66851,,90.0,9.0
108,15.1857,31.0799,16.3121,24.6981,11.3827,1.6205,1.62022,,90.0,9.0
109,5.77842,24.9569,16.1871,82.0361,4.96505,0.892086,0.889927,,90.0,9.0
110,13.9788,18.718,14.6808,42.7764,38.3782,1.45022,1.44653,,90.0,9.0
111,1.70939,29.5381,21.0739,88.9452,31.6554,1.15004,1.15319,,90.0,9.0
112,0.295047,43.972,18.7146,51.4725,21.1997,1.89477,1.89346,,90.0,9.0
113,9.32106,39.3128,15.01,6.20199,92.179,5.40153,5.84416,,90.0,9.0
114,6.08494,33.6614,19.6663,36.4672,68.9389,2.42114,2.4987,,90.0,9.0
115,0.745816,42.5612,19.3811,58.5247,64.6723,2.69236,2.68805,,90.0,9.0
116,0.402428,25.9282,12.6645,16.6947,82.3306,2.65826,2.87817,,90.0,9.0
117,11.1954,23.2623,15.3126,6.12906,59.9701,2.52604,2.6219,,90.0,9.0
118,4.62975,17.0298,17.553,32.7747,58.6441,1.17133,1.2046,,90.0,9.0
119,12.0665,25.125,21.6305,59.8694,19.0361,1.16233,1.1643,,90.0,9.0
120,1.31223,36.8839,18.7106,55.3639,20.0825,1.47315,1.47728,,90.0,9.0
121,5.28445,15.5857,21.5178,72.5427,33.0031,0.7006,0.700764,,90.0,9.0
122,11.7891,33.5068,12.8054,52.1388,3.92134,1.46704,1.46892,,90.0,9.0
123,17.4619,15.2647,15.4214,19.4953,78.6548,2.11734,2.18978,,90.0,9.0
124,8.81692,11.1169,17.2271,90.18,21.337,0.552486,0.553161,,90.0,9.0
125,6.66992,27.0619,14.3805,68.8668,48.2879,1.58238,1.58547,,90.0,9.0
126,6.96697,37.6946,17.1858,54.2939,15.1298,1.62591,1.62489,,90.0,9.0
127,17.1441,22.5521,16.7825,74.3973,1.1506,1.01292,1.01355,,90.0,9.0
128,18.3538,42.7421,20.9684,70.5218,79.7069,3.34067,3.35273,,90.0,9.0
129,7.21977,35.2564,20.2365,55.6043,88.0533,2.67529,2.75092,,90.0,9.0
130,18.6612,21.9826,19.8801,65.3746,11.3555,1.09719,1.0963,,90.0,9.0
131,15.3053,44.8497,17.5769,44.3484,7.57696,2.17114,2.17335,,90.0,9.0
132,9.60125,44.0814,15.758,22.8151,94.8296,5.35538,5.63631,,90.0,9.0
133,9.05143,12.8264,21.8176,58.0777,35.1806,0.700367,0.700975,,90.0,9.0
134,7.56279,29.3271,16.8941,49.112,9.63295,1.21288,1.21446,,90.0,9.0
135,13.4096,11.1631,15.1115,50.3154,89.146,1.33123,1.3849,,90.0,9.0
136,5.24751,39.7463,15.8684,15.9271,6.1491,1.71495,1.71589,,90.0,9.0
137,18.5958,22.6724,19.5329,75.6499,62.4245,1.66075,1.65727,,90.0,9.0
138,18.1295,29.353,18.9875,85.6033,73.0129,2.1211,2.11708,,90.0,9.0
139,17.947,41.1798,17.5812,41.3947,54.1188,3.27506,3.30024,,90.0,9.0
140,4.16534,24.1425,16.2609,70.2151,53.8582,1.33902,1.33893,,90.0,9.0
141,4.98252,15.1421,16.7403,95.7718,57.7625,0.825592,0.825743,,90.0,9.0
142,14.238,39.7247,19.0266,96.4524,81.3543,2.78715,2.78134,,90.0,9.0
143,6.97626,43.4049,19.558,7.83141,98.0436,5.21712,5.49518,,90.0,9.0
144,16.1357,23.9068,21.4996,25.3797,41.9018,1.6847,1.70044,,90.0,9.0
145,15.3203,36.7075,18.6952,40.7337,71.6619,3.09982,3.18644,,90.0,9.0
146,8.37081,16.1454,17.3411,99.2304,82.3905,1.08846,1.08578,,90.0,9.0
147,16.1957,19.0524,21.0203,12.0986,11.8165,1.1159,1.11713,,90.0,9.0
148,7.65979,29.5794,14.777,60.4068,82.8901,2.34711,2.43211,,90.0,9.0
149,3.75542,35.4645,12.3702,66.9522,12.5582,1.3799,1.38211,,90.0,9.0
150,11.2866,43.7151,20.4646,14.5643,27.4979,2.46397,2.46312,,90.0,9.0
151,5.41326,38.2911,16.7696,75.1826,59.9524,2.33501,2.33373,,90.0,9.0
152,2.8021,40.1699,16.1603,1.55545,62.9,4.01901,4.22544,,90.0,9.0
153,16.9822,22.924,12.8378,7.77514,53.7045,2.97651,3.09908,,90.0,9.0
154,10.2985,35.7827,15.2943,21.5709,81.7752,3.89577,4.12173,,90.0,9.0
155,3.09059,23.9614,15.2718,4.1091,52.8181,2.00107,2.09535,,90.0,9.0
156,3.55187,14.8583,13.1373,5.56422,55.6304,1.4682,1.52565,,90.0,9.0
157,19.5986,12.492,17.8043,16.094,90.4914,1.93516,2.00762,,90.0,9.0
158,1.41182,23.3023,16.0877,77.708,2.07679,0.722055,0.724342,,90.0,9.0
159,6.32796,16.2179,18.5944,36.7521,45.7975,1.00022,1.0214,,90.0,9.0
160,12.019,36.4049,14.3621,85.945,61.9516,2.44295,2.44054,,90.0,9.0
161,12.651,35.2012,19.3568,58.6432,86.8968,2.84226,2.94019,,90.0,9.0
162,12.2854,35.2288,21.3843,85.6547,89.9982,2.48628,2.49325,,90.0,9.0
163,14.0059,30.83,19.5949,65.254,21.7493,1.49537,1.49774,,90.0,9.0
164,3.15261,39.0322,18.116,84.1897,54.5568,2.10818,2.10548,,90.0,9.0
165,4.98545,10.8672,17.7275,98.8705,18.8489,0.450132,0.449391,,90.0,9.0
166,12.155,36.4437,18.1442,5.49803,27.4306,2.35485,2.40004,,90.0,9.0
167,9.17192,33.0305,12.6825,70.1649,24.5598,1.61768,1.61883,,90.0,9.0
168,9.96903,25.051,16.148,41.2187,37.701,1.53908,1.53639,,90.0,9.0
169,9.54362,31.6648,16.1137,68.2379,33.5847,1.64069,1.64139,,90.0,9.0
170,5.39204,27.7034,12.9632,90.6827,13.2041,1.04305,1.04394,,90.0,9.0
171,8.92854,24.2374,19.3297,51.0585,11.3113,1.03805,1.03408,,90.0,9.0
172,4.99054,12.591,21.81,16.1045,99.0102,1.22765,1.27343,,90.0,9.0
173,19.1222,14.4452,12.6033,33.0095,52.2955,1.85152,1.89076,,90.0,9.0
174,8.3795,41.4513,14.5495,83.0236,51.8016,2.53307,2.5357,,90.0,9.0
175,4.23967,43.8095,20.7823,83.5514,30.1928,1.97845,1.98366,,90.0,9.0
176,17.8948,24.2438,12.0021,18.8327,50.3802,2.84884,2.94102,,90.0,9.0
177,16.5485,35.6557,13.2961,71.7341,73.2187,2.97232,3.00202,,90.0,9.0
178,16.7313,41.2802,18.8277,62.3104,56.8803,2.85413,2.85305,,90.0,9.0
179,15.4821,29.895,21.2879,53.2301,13.9535,1.4117,1.41321,,90.0,9.0
180,13.0156,28.4429,12.5779,11.0718,77.5444,3.8907,4.05731,,90.0,9.0
181,17.9537,31.8537,15.0529,46.0758,16.2018,1.73114,1.73148,,90.0,9.0
182,12.3286,42.1539,16.0038,80.0763,85.8457,3.36821,3.42968,,90.0,9.0
183,2.59474,43.3346,13.455,96.5223,31.2982,1.79514,1.80024,,90.0,9.0
184,11.7757,14.7771,14.0261,85.0634,41.6897,0.978847,0.979194,,90.0,9.0
185,1.80029,13.0372,18.8483,13.8903,38.7494,0.698322,0.715112,,90.0,9.0
186,19.9331,33.093,20.2281,33.1,7.45863,1.61982,1.61851,,90.0,9.0
187,0.762752,24.3738,14.9525,73.9466,17.3898,0.848178,0.848759,,90.0,9.0
188,8.75148,11.9142,18.7687,63.1754,45.8448,0.781773,0.780972,,90.0,9.0
189,2.19697,42.7147,19.1301,10.8568,57.5751,3.36146,3.51816,,90.0,9.0
190,11.5486,14.2816,18.8545,39.5522,63.9716,1.23412,1.25592,,90.0,9.0
191,6.57066,32.4389,18.9302,25.8661,61.1738,2.38144,2.45249,,90.0,9.0
192,7.39349,24.0485,13.8513,15.208,34.9433,1.7496,1.7814,,90.0,9.0
193,5.53672,23.8271,12.3546,64.2724,13.8287,0.984278,0.980289,,90.0,9.0
194,7.54001,11.8623,14.2265,93.9771,58.9677,0.797007,0.796993,,90.0,9.0
195,11.1732,26.8653,13.6313,30.1606,32.8482,1.87755,1.87325,,90.0,9.0
196,1.95918,26.5903,18.1035,93.5025,64.7468,1.36228,1.36257,,90.0,9.0
197,6.57551,42.4071,13.8835,8.90156,35.2579,3.25987,3.36144,,90.0,9.0
198,10.9469,22.2352,20.3247,44.5837,34.3788,1.20058,1.20214,,90.0,9.0
199,4.75411,38.3038,15.2142,17.6166,92.6677,4.4301,4.70926,,90.0,9.0
200,0.468065,14.6787,14.1943,96.6231,56.8094,0.671996,0.672294,,90.0,9.0
201,15.691,40.3673,15.2522,27.1635,13.8775,2.16898,2.17059,,90.0,9.0
202,8.67369,32.6649,21.2921,41.0208,80.5151,2.50534,2.58762,,90.0,9.0
203,9.43535,18.8152,13.6443,86.35,84.7161,1.45273,1.45962,,90.0,9.0
204,14.7273,12.2338,12.8855,46.4317,0.804694,0.794915,0.793824,,90.0,9.0
205,4.66743,32.9908,15.9553,64.325,26.1933,1.45988,1.46025,,90.0,9.0
206,3.02756,21.6649,12.1088,99.6928,63.3922,1.17583,1.1751,,90.0,9.0
207,10.7576,13.953,19.8563,27.5027,77.1799,1.36037,1.39572,,90.0,9.0
208,13.3249,28.6261,13.141,41.8441,27.8323,1.78394,1.78412,,90.0,9.0
209,1.17674,19.0044,21.2487,22.1604,35.4936,0.81167,0.817435,,90.0,9.0
210,18.9065,21.7654,21.9076,10.2221,58.8835,2.08789,2.14262,,90.0,9.0
211,6.69573,17.9035,21.2658,62.1265,75.4992,1.18114,1.18354,,90.0,9.0
212,7.33264,28.399,16.6207,79.8488,61.5694,1.71658,1.71562,,90.0,9.0
213,17.7624,19.8421,21.2718,41.7485,46.2994,1.47432,1.47316,,90.0,9.0
214,10.2548,18.3554,16.7855,85.8022,40.3678,1.01752,1.01796,,90.0,9.0
215,14.2808,16.7937,17.3076,5.06559,67.1745,2.05584,2.13915,,90.0,9.0
216,9.97338,37.3014,21.6801,63.7643,98.5233,2.95487,3.0587,,90.0,9.0
217,1.81007,36.5907,17.9771,53.869,75.9382,2.50508,2.58267,,90.0,9.0
218,6.8254,18.5192,20.1958,74.0411,43.3667,0.944316,0.94381,,90.0,9.0
219,18.1019,15.2619,12.0231,41.5638,42.2123,1.66693,1.67535,,90.0,9.0
220,10.5779,17.1923,20.688,76.9931,87.8307,1.27525,1.28923,,90.0,9.0
221,12.1379,33.17,21.3645,95.199,49.8389,1.75444,1.75508,,90.0,9.0
222,12.0744,13.2509,15.7834,41.3215,33.2679,1.02022,1.019,,90.0,9.0
223,9.64284,44.223,20.5395,84.1611,61.7232,2.77719,2.77736,,90.0,9.0
224,17.0117,35.5198,14.3545,49.14,63.0267,3.06602,3.14191,,90.0,9.0
225,4.93389,30.2735,14.3136,16.6783,88.6038,3.39531,3.61703,,90.0,9.0
226,4.87422,14.7916,16.9027,79.6241,71.8458,0.931536,0.929065,,90.0,9.0
227,1.79433,24.3951,20.6337,25.1748,71.3795,1.67591,1.74108,,90.0,9.0
228,2.98171,13.6375,15.8216,24.9204,46.5198,0.887899,0.909383,,90.0,9.0
229,5.01608,44.7019,15.3946,35.3637,63.6207,3.68928,3.80435,,90.0,9.0
230,14.8782,38.1483,14.49,66.2957,7.26198,1.73329,1.73179,,90.0,9.0
231,14.4684,19.9967,12.1136,47.7797,3.68943,1.05029,1.04849,,90.0,9.0
232,16.6422,36.6183,17.0359,59.7658,30.8184,2.11932,2.12001,,90.0,9.0
233,9.73257,19.5691,21.8804,6.87425,88.9903,2.02799,2.10813,,90.0,9.0
234,9.76816,18.3866,19.377,72.3544,88.4703,1.38712,1.41191,,90.0,9.0
235,12.5576,27.209,20.8418,95.5022,15.245,1.14,1.14153,,90.0,9.0
236,12.3253,36.4517,15.9775,90.5048,68.6875,2.45339,2.44933,,90.0,9.0
237,14.486,34.1284,15.3236,33.7136,56.574,2.89576,2.98574,,90.0,9.0
238,15.4121,19.421,19.1032,27.7293,74.2518,1.9431,1.99095,,90.0,9.0
239,16.2083,33.5636,14.5191,94.8653,78.0155,2.50372,2.49853,,90.0,9.0
240,10.6353,38.6475,12.0852,61.4651,85.4401,3.5578,3.66802,,90.0,9.0
241,13.6675,10.3021,14.6096,54.8501,73.0521,1.17347,1.19337,,90.0,9.0
242,13.3911,37.3287,16.3308,19.0239,64.0559,3.67625,3.76266,,90.0,9.0
243,16.3233,10.162,16.4718,78.0468,58.1209,0.980975,0.981801,,90.0,9.0
244,1.87255,13.1395,14.8749,27.8006,14.5997,0.537205,0.53989,,90.0,9.0
245,12.5553,11.833,21.3296,65.3559,36.4248,0.766191,0.766551,,90.0,9.0
246,19.9936,28.2781,20.0161,76.1364,4.98889,1.2935,1.29566,,90.0,9.0
247,13.973,11.5941,18.728,77.2316,35.2985,0.786738,0.786955,,90.0,9.0
248,9.61406,39.2648,16.9934,85.1499,72.4555,2.65764,2.65222,,90.0,9.0
249,12.9125,31.5973,14.6733,57.3701,97.7766,3.05174,3.16247,,90.0,9.0
250,0.827081,27.6829,13.0113,30.8811,5.7877,0.952769,0.953027,,90.0,9.0
251,14.149,22.4152,20.2178,12.7973,84.0314,2.404,2.50126,,90.0,9.0
252,10.7675,29.4116,16.8506,26.4425,73.1321,2.7194,2.82631,,90.0,9.0
253,2.99257,20.3132,16.9349,34.3248,84.9251,1.65526,1.72838,,90.0,9.0
254,4.54573,41.4958,17.8258,29.4934,12.8837,1.82895,1.8297,,90.0,9.0
255,18.0324,40.8938,20.4217,63.3356,40.3569,2.47182,2.47217,,90.0,9.0
256,11.6143,14.0974,17.4853,1.89167,58.7387,1.6332,1.69243,,90.0,9.0
257,16.1391,31.9611,15.2059,22.6082,75.7085,3.58449,3.69883,,90.0,9.0
258,14.9071,35.1709,15.2393,68.7287,43.944,2.19899,2.1984,,90.0,9.0
259,9.26508,35.6173,21.9412,41.9757,55.9443,2.20605,2.25456,,90.0,9.0
260,6.17592,42.8823,15.0433,94.4811,54.1778,2.49093,2.49137,,90.0,9.0
261,12.1956,36.1571,15.2455,49.6544,3.66752,1.57202,1.57365,,90.0,9.0
262,18.7913,33.4701,12.2719,94.8821,88.2405,2.85141,2.8653,,90.0,9.0
263,10.1235,15.6054,15.6242,35.8912,18.6722,0.894323,0.894912,,90.0,9.0
264,6.64158,18.9028,15.597,26.1077,47.3388,1.37327,1.40366,,90.0,9.0
265,4.72027,34.2665,19.0226,56.79,94.966,2.71228,2.77989,,90.0,9.0
266,2.0908,10.8904,21.8024,48.3335,18.5384,0.4182,0.418951,,90.0,9.0
267,17.1057,34.0194,18.2138,41.6587,90.166,3.339,3.46228,,90.0,9.0
268,1.50396,44.0323,14.0916,18.3936,66.4448,4.27628,4.48594,,90.0,9.0
269,12.305,37.9147,18.616,81.6215,21.6405,1.74313,1.74162,,90.0,9.0
270,17.5253,10.5195,15.2084,68.6439,55.7942,1.10549,1.1118,,90.0,9.0
271,9.15429,35.566,15.7982,97.9155,40.5334,1.78314,1.78433,,90.0,9.0
272,2.78299,37.5287,20.8916,35.5439,19.9775,1.60202,1.60277,,90.0,9.0
273,12.9868,42.7779,12.4342,47.1446,37.8422,2.97232,2.9672,,90.0,9.0
274,16.1633,10.9225,15.852,54.5129,49.8763,1.10597,1.12087,,90.0,9.0
275,15.0971,13.4411,20.6405,23.5508,43.0494,1.18424,1.19054,,90.0,9.0
276,2.04752,42.5791,21.2061,67.5776,95.9825,3.16273,3.2701,,90.0,9.0
277,1.19642,32.8731,12.6441,85.4662,34.89,1.32487,1.32535,,90.0,9.0
278,11.052,21.3767,19.0732,72.8658,99.0645,1.72141,1.75839,,90.0,9.0
279,11.9833,34.9785,20.802,26.133,65.5141,2.78154,2.87554,,90.0,9.0
280,5.71627,41.8133,13.6806,87.0676,33.5411,2.04904,2.0463,,90.0,9.0
281,19.6471,35.5992,17.7691,74.8262,46.1081,2.24727,2.2466,,90.0,9.0
282,13.5248,29.0826,19.7225,89.7093,98.1212,2.17694,2.20367,,90.0,9.0
283,17.2997,41.1017,20.7114,19.8955,86.9062,4.35851,4.55941,,90.0,9.0
284,10.3035,27.9595,16.1166,73.9215,0.120149,1.07802,1.07723,,90.0,9.0
285,4.6149,36.5262,15.8591,97.6493,38.7398,1.68599,1.68448,,90.0,9.0
286,9.62515,32.2538,19.5437,6.69304,48.4771,2.48134,2.54932,,90.0,9.0
287,0.532631,13.1268,12.9202,98.3317,89.5689,0.767956,0.777897,,90.0,9.0
288,5.00512,39.5081,14.4448,3.88265,6.75345,1.67672,1.67594,,90.0,9.0
289,8.24862,15.0678,18.7971,60.1579,23.0628,0.723667,0.723974,,90.0,9.0
290,15.8369,39.6944,12.0,5.74066,64.8534,5.60614,6.0023,,90.0,9.0
291,13.449,20.0809,14.2308,7.87102,34.1203,1.92829,1.97021,,90.0,9.0
292,0.57709,24.5934,17.8587,16.0517,35.9324,1.19741,1.21776,,90.0,9.0
293,17.9503,22.0869,18.7556,64.6038,4.11914,1.04458,1.04368,,90.0,9.0
294,17.5805,18.7578,18.2598,62.0216,95.3877,1.83723,1.89491,,90.0,9.0
295,10.9386,21.6493,20.8956,12.1316,85.5148,2.18671,2.28054,,90.0,9.0
296,11.911,25.3607,18.3251,51.7561,66.2708,1.87979,1.91918,,90.0,9.0
297,2.48858,41.5094,18.2914,30.1452,22.1155,1.94318,1.94301,,90.0,9.0
298,12.8942,36.1631,12.5294,71.173,68.2334,2.83047,2.84274,,90.0,9.0
299,7.6532,16.4567,14.7891,25.0001,10.213,0.81304,0.812625,,90.0,9.0
300,11.3289,20.0978,17.2989,3.93603,44.4924,1.82912,1.88149,,90.0,9.0
