,Material 1 : Cohesion (kN/m2),Material 1 : Phi (deg),Material 1 : Unit Weight (kN/m3),Load #1 Magnitude (kN/m),Load #2 Magnitude (kN/m),Factor of Safety - spencer,Factor of Safety - gle/morgenstern-price,Unnamed: 7,slope_angle,slope_height
67,16.3482,36.2972,12.2017,44.4564,7.88238,2.95854,2.96243,,30.0,9.0
68,11.3735,21.5876,16.1417,77.8731,1.3907,1.20606,1.20697,,30.0,9.0
69,16.76,24.1957,20.581,43.8615,6.56486,1.79103,1.79275,,30.0,9.0
70,0.850175,38.1895,19.7757,41.1438,5.31822,1.95308,1.95378,,30.0,9.0
71,11.2372,13.7848,21.2023,2.31851,9.85669,1.30729,1.30608,,30.0,9.0
72,11.5294,22.7826,20.9728,93.182,2.76112,1.2134,1.21399,,30.0,9.0
73,7.90655,43.8026,15.0564,58.3017,3.42234,2.49023,2.48677,,30.0,9.0
74,6.37684,27.8955,17.6075,66.3564,1.20245,1.32043,1.31816,,30.0,9.0
75,18.8505,31.9493,21.868,86.46,6.65497,2.01348,2.01611,,30.0,9.0
76,10.4374,13.5398,16.7343,61.3438,3.84562,0.942385,0.942419,,30.0,9.0
77,3.1326,18.3268,21.7944,28.8348,3.86248,0.920315,0.921799,,30.0,9.0
78,14.3224,39.0782,13.0498,50.0553,3.98139,2.63025,2.62699,,30.0,9.0
79,1.68396,38.6152,18.3454,15.2525,8.14545,2.48035,2.48205,,30.0,9.0
80,15.4016,10.4428,19.2651,84.3087,4.72581,0.864852,0.863776,,30.0,9.0
81,18.3224,15.8624,14.7495,64.6818,7.2833,1.42677,1.42838,,30.0,9.0
82,17.4196,23.3839,16.1598,94.241,5.89324,1.53683,1.53938,,30.0,9.0
83,15.0492,26.468,15.6719,6.31379,5.44214,2.36173,2.36594,,30.0,9.0
84,7.62201,12.135,15.7513,93.8075,6.20958,0.73861,0.740274,,30.0,9.0
85,0.618189,13.0675,15.7584,16.8122,8.21191,0.759796,0.755927,,30.0,9.0
86,7.58745,33.4903,14.2622,99.6508,8.1212,1.81024,1.81379,,30.0,9.0
87,4.87798,34.928,15.6906,35.7377,6.8393,2.16517,2.16771,,30.0,9.0
88,17.4517,23.7322,15.9429,68.0156,8.3307,1.79677,1.79982,,30.0,9.0
89,9.63142,26.395,18.2476,60.9462,6.60634,1.59843,1.60384,,30.0,9.0
90,15.5328,12.5069,17.2229,49.2692,5.50479,1.14736,1.14863,,30.0,9.0
91,1.2875,21.782,18.3019,27.7927,7.77132,1.19433,1.19558,,30.0,9.0
92,19.3015,43.691,13.9932,2.54641,5.9675,4.35804,4.35672,,30.0,9.0
93,5.58324,13.4111,19.6461,43.5426,9.40514,0.896111,0.897802,,30.0,9.0
94,8.96947,25.7808,17.2544,0.485197,8.9462,2.15108,2.15081,,30.0,9.0
95,17.6527,37.1826,18.7335,72.6538,0.162551,2.09974,2.10135,,30.0,9.0
96,18.5404,35.8572,14.1782,6.10012,4.6623,3.32251,3.32634,,30.0,9.0
97,6.92084,25.0871,18.2958,66.5593,0.905266,1.19903,1.19977,,30.0,9.0
98,0.323985,21.1655,16.9643,51.5325,6.4644,0.980589,0.983302,,30.0,9.0
99,12.6157,31.6407,15.4116,73.2935,0.193082,1.67855,1.67653,,30.0,9.0
100,15.9386,43.0091,12.7173,53.5216,1.79245,2.76012,2.76121,,30.0,9.0
101,14.0739,33.5984,21.8233,93.6247,6.35324,1.92744,1.93063,,30.0,9.0
102,4.62533,34.1922,20.0348,74.7459,2.29248,1.55962,1.55896,,30.0,9.0
103,11.4203,34.7476,13.1497,28.5409,8.56939,2.84696,2.8456,,30.0,9.0
104,15.3693,14.8706,20.3938,51.6306,7.78071,1.23053,1.23358,,30.0,9.0
105,7.75906,30.755,15.6215,23.2902,7.9965,2.23335,2.23162,,30.0,9.0
106,5.14486,29.05,19.479,79.6639,9.62124,1.59552,1.59915,,30.0,9.0
107,14.3786,35.9691,19.2712,77.381,1.89654,1.98446,1.98355,,30.0,9.0
108,15.1857,31.0799,16.3121,24.6981,1.13827,2.1027,2.10347,,30.0,9.0
109,5.77842,24.9569,16.1871,82.0361,0.496505,1.10324,1.10264,,30.0,9.0
110,13.9788,18.718,14.6808,42.7764,3.83782,1.45813,1.45978,,30.0,9.0
111,1.70939,29.5381,21.0739,88.9452,3.16554,1.2106,1.21144,,30.0,9.0
112,0.295047,43.972,18.7146,51.4725,2.11997,1.99042,1.99014,,30.0,9.0
113,9.32106,39.3128,15.01,6.20199,9.2179,3.4365,3.43648,,30.0,9.0
114,6.08494,33.6614,19.6663,36.4672,6.89389,2.03718,2.03499,,30.0,9.0
115,0.745816,42.5612,19.3811,58.5247,6.46723,2.25678,2.25911,,30.0,9.0
116,0.402428,25.9282,12.6645,16.6947,8.23306,1.61322,1.61505,,30.0,9.0
117,11.1954,23.2623,15.3126,6.12906,5.99701,1.9938,1.99375,,30.0,9.0
118,4.62975,17.0298,17.553,32.7747,5.86441,1.02767,1.03054,,30.0,9.0
119,12.0665,25.125,21.6305,59.8694,1.90361,1.40854,1.41156,,30.0,9.0
120,1.31223,36.8839,18.7106,55.3639,2.00825,1.59451,1.59548,,30.0,9.0
121,5.28445,15.5857,21.5178,72.5427,3.30031,0.777612,0.777038,,30.0,9.0
122,11.7891,33.5068,12.8054,52.1388,0.392134,1.89959,1.89946,,30.0,9.0
123,17.4619,15.2647,15.4214,19.4953,7.86548,1.73733,1.73674,,30.0,9.0
124,8.81692,11.1169,17.2271,90.18,2.1337,0.677059,0.67854,,30.0,9.0
125,6.66992,27.0619,14.3805,68.8668,4.82879,1.45001,1.45583,,30.0,9.0
126,6.96697,37.6946,17.1858,54.2939,1.51298,1.90285,1.90474,,30.0,9.0
127,17.1441,22.5521,16.7825,74.3973,0.11506,1.40711,1.40873,,30.0,9.0
128,18.3538,42.7421,20.9684,70.5218,7.97069,2.92821,2.9312,,30.0,9.0
129,7.21977,35.2564,20.2365,55.6043,8.80533,2.15676,2.1592,,30.0,9.0
130,18.6612,21.9826,19.8801,65.3746,1.13555,1.45494,1.45389,,30.0,9.0
131,15.3053,44.8497,17.5769,44.3484,0.757696,2.73386,2.73115,,30.0,9.0
132,9.60125,44.0814,15.758,22.8151,9.48296,3.61914,3.61995,,30.0,9.0
133,9.05143,12.8264,21.8176,58.0777,3.51806,0.81306,0.812842,,30.0,9.0
134,7.56279,29.3271,16.8941,49.112,0.963295,1.49292,1.49308,,30.0,9.0
135,13.4096,11.1631,15.1115,50.3154,8.9146,1.11688,1.11628,,30.0,9.0
136,5.24751,39.7463,15.8684,15.9271,0.61491,2.08371,2.08566,,30.0,9.0
137,18.5958,22.6724,19.5329,75.6499,6.24245,1.59223,1.59163,,30.0,9.0
138,18.1295,29.353,18.9875,85.6033,7.30129,1.91713,1.92056,,30.0,9.0
139,17.947,41.1798,17.5812,41.3947,5.41188,3.00256,3.00536,,30.0,9.0
140,4.16534,24.1425,16.2609,70.2151,5.38582,1.20387,1.20629,,30.0,9.0
141,4.98252,15.1421,16.7403,95.7718,5.77625,0.766593,0.766942,,30.0,9.0
142,14.238,39.7247,19.0266,96.4524,8.13543,2.41034,2.41835,,30.0,9.0
143,6.97626,43.4049,19.558,7.83141,9.80436,3.41254,3.41366,,30.0,9.0
144,16.1357,23.9068,21.4996,25.3797,4.19018,1.75158,1.75164,,30.0,9.0
145,15.3203,36.7075,18.6952,40.7337,7.16619,2.65825,2.65569,,30.0,9.0
146,8.37081,16.1454,17.3411,99.2304,8.23905,0.947224,0.946685,,30.0,9.0
147,16.1957,19.0524,21.0203,12.0986,1.18165,1.48197,1.47609,,30.0,9.0
148,7.65979,29.5794,14.777,60.4068,8.28901,1.84404,1.84863,,30.0,9.0
149,3.75542,35.4645,12.3702,66.9522,1.25582,1.56556,1.56492,,30.0,9.0
150,11.2866,43.7151,20.4646,14.5643,2.74979,2.80444,2.80548,,30.0,9.0
151,5.41326,38.2911,16.7696,75.1826,5.99524,2.04824,2.05078,,30.0,9.0
152,2.8021,40.1699,16.1603,1.55545,6.29,2.73768,2.73985,,30.0,9.0
153,16.9822,22.924,12.8378,7.77514,5.37045,2.45438,2.45195,,30.0,9.0
154,10.2985,35.7827,15.2943,21.5709,8.17752,2.80994,2.81027,,30.0,9.0
155,3.09059,23.9614,15.2718,4.1091,5.28181,1.50707,1.50667,,30.0,9.0
156,3.55187,14.8583,13.1373,5.56422,5.56304,1.07933,1.08185,,30.0,9.0
157,19.5986,12.492,17.8043,16.094,9.04914,1.59257,1.59358,,30.0,9.0
158,1.41182,23.3023,16.0877,77.708,0.207679,0.846362,0.845301,,30.0,9.0
159,6.32796,16.2179,18.5944,36.7521,4.57975,0.993708,0.992944,,30.0,9.0
160,12.019,36.4049,14.3621,85.945,6.19516,2.13845,2.14643,,30.0,9.0
161,12.651,35.2012,19.3568,58.6432,8.68968,2.35085,2.3506,,30.0,9.0
162,12.2854,35.2288,21.3843,85.6547,8.99982,2.12839,2.13492,,30.0,9.0
163,14.0059,30.83,19.5949,65.254,2.17493,1.76756,1.76985,,30.0,9.0
164,3.15261,39.0322,18.116,84.1897,5.45568,1.91551,1.92029,,30.0,9.0
165,4.98545,10.8672,17.7275,98.8705,1.88489,0.537491,0.536733,,30.0,9.0
166,12.155,36.4437,18.1442,5.49803,2.74306,2.50285,2.50275,,30.0,9.0
167,9.17192,33.0305,12.6825,70.1649,2.45598,1.75887,1.76174,,30.0,9.0
168,9.96903,25.051,16.148,41.2187,3.7701,1.57631,1.57553,,30.0,9.0
169,9.54362,31.6648,16.1137,68.2379,3.35847,1.72529,1.72736,,30.0,9.0
170,5.39204,27.7034,12.9632,90.6827,1.32041,1.20773,1.20811,,30.0,9.0
171,8.92854,24.2374,19.3297,51.0585,1.13113,1.28606,1.28901,,30.0,9.0
172,4.99054,12.591,21.81,16.1045,9.90102,0.902124,0.903453,,30.0,9.0
173,19.1222,14.4452,12.6033,33.0095,5.22955,1.69226,1.68984,,30.0,9.0
174,8.3795,41.4513,14.5495,83.0236,5.18016,2.29041,2.29879,,30.0,9.0
175,4.23967,43.8095,20.7823,83.5514,3.01928,2.11838,2.11876,,30.0,9.0
176,17.8948,24.2438,12.0021,18.8327,5.03802,2.46044,2.4639,,30.0,9.0
177,16.5485,35.6557,13.2961,71.7341,7.32187,2.47498,2.47924,,30.0,9.0
178,16.7313,41.2802,18.8277,62.3104,5.68803,2.73328,2.73091,,30.0,9.0
179,15.4821,29.895,21.2879,53.2301,1.39535,1.76797,1.76678,,30.0,9.0
180,13.0156,28.4429,12.5779,11.0718,7.75444,2.73682,2.73952,,30.0,9.0
181,17.9537,31.8537,15.0529,46.0758,1.62018,2.16033,2.15996,,30.0,9.0
182,12.3286,42.1539,16.0038,80.0763,8.58457,2.72345,2.7263,,30.0,9.0
183,2.59474,43.3346,13.455,96.5223,3.12982,1.94913,1.95551,,30.0,9.0
184,11.7757,14.7771,14.0261,85.0634,4.16897,0.993059,0.994716,,30.0,9.0
185,1.80029,13.0372,18.8483,13.8903,3.87494,0.678174,0.676541,,30.0,9.0
186,19.9331,33.093,20.2281,33.1,0.745863,2.20003,2.19884,,30.0,9.0
187,0.762752,24.3738,14.9525,73.9466,1.73898,0.914507,0.915022,,30.0,9.0
188,8.75148,11.9142,18.7687,63.1754,4.58448,0.796628,0.796454,,30.0,9.0
189,2.19697,42.7147,19.1301,10.8568,5.75751,2.641,2.64341,,30.0,9.0
190,11.5486,14.2816,18.8545,39.5522,6.39716,1.12922,1.12829,,30.0,9.0
191,6.57066,32.4389,18.9302,25.8661,6.11738,2.02063,2.02364,,30.0,9.0
192,7.39349,24.0485,13.8513,15.208,3.49433,1.64071,1.64499,,30.0,9.0
193,5.53672,23.8271,12.3546,64.2724,1.38287,1.14764,1.14856,,30.0,9.0
194,7.54001,11.8623,14.2265,93.9771,5.89677,0.73116,0.729882,,30.0,9.0
195,11.1732,26.8653,13.6313,30.1606,3.28482,1.86547,1.86562,,30.0,9.0
196,1.95918,26.5903,18.1035,93.5025,6.47468,1.19508,1.19488,,30.0,9.0
197,6.57551,42.4071,13.8835,8.90156,3.52579,2.89092,2.89061,,30.0,9.0
198,10.9469,22.2352,20.3247,44.5837,3.43788,1.36665,1.36584,,30.0,9.0
199,4.75411,38.3038,15.2142,17.6166,9.26677,2.85766,2.85912,,30.0,9.0
200,0.468065,14.6787,14.1943,96.6231,5.68094,0.582758,0.581237,,30.0,9.0
201,15.691,40.3673,15.2522,27.1635,1.38775,2.72746,2.72634,,30.0,9.0
202,8.67369,32.6649,21.2921,41.0208,8.05151,2.07704,2.07832,,30.0,9.0
203,9.43535,18.8152,13.6443,86.35,8.47161,1.19161,1.18865,,30.0,9.0
204,14.7273,12.2338,12.8855,46.4317,0.0804694,1.10227,1.10351,,30.0,9.0
205,4.66743,32.9908,15.9553,64.325,2.61933,1.57389,1.57528,,30.0,9.0
206,3.02756,21.6649,12.1088,99.6928,6.33922,0.983591,0.987457,,30.0,9.0
207,10.7576,13.953,19.8563,27.5027,7.71799,1.15096,1.1538,,30.0,9.0
208,13.3249,28.6261,13.141,41.8441,2.78323,1.94594,1.94419,,30.0,9.0
209,1.17674,19.0044,21.2487,22.1604,3.54936,0.868098,0.870776,,30.0,9.0
210,18.9065,21.7654,21.9076,10.2221,5.88835,1.89821,1.89717,,30.0,9.0
211,6.69573,17.9035,21.2658,62.1265,7.54992,1.04751,1.04744,,30.0,9.0
212,7.33264,28.399,16.6207,79.8488,6.15694,1.52565,1.53182,,30.0,9.0
213,17.7624,19.8421,21.2718,41.7485,4.62994,1.52086,1.52049,,30.0,9.0
214,10.2548,18.3554,16.7855,85.8022,4.03678,1.06473,1.06506,,30.0,9.0
215,14.2808,16.7937,17.3076,5.06559,6.71745,1.68181,1.68248,,30.0,9.0
216,9.97338,37.3014,21.6801,63.7643,9.85233,2.37778,2.37857,,30.0,9.0
217,1.81007,36.5907,17.9771,53.869,7.59382,1.98572,1.98927,,30.0,9.0
218,6.8254,18.5192,20.1958,74.0411,4.33667,0.977256,0.977991,,30.0,9.0
219,18.1019,15.2619,12.0231,41.5638,4.22123,1.58588,1.58118,,30.0,9.0
220,10.5779,17.1923,20.688,76.9931,8.78307,1.11686,1.11737,,30.0,9.0
221,12.1379,33.17,21.3645,95.199,4.98389,1.79162,1.7948,,30.0,9.0
222,12.0744,13.2509,15.7834,41.3215,3.32679,1.07984,1.08168,,30.0,9.0
223,9.64284,44.223,20.5395,84.1611,6.17232,2.5486,2.55076,,30.0,9.0
224,17.0117,35.5198,14.3545,49.14,6.30267,2.65082,2.65278,,30.0,9.0
225,4.93389,30.2735,14.3136,16.6783,8.86038,2.23036,2.23133,,30.0,9.0
226,4.87422,14.7916,16.9027,79.6241,7.18458,0.811272,0.811126,,30.0,9.0
227,1.79433,24.3951,20.6337,25.1748,7.13795,1.3227,1.32051,,30.0,9.0
228,2.98171,13.6375,15.8216,24.9204,4.65198,0.796732,0.796211,,30.0,9.0
229,5.01608,44.7019,15.3946,35.3637,6.36207,2.9263,2.92825,,30.0,9.0
230,14.8782,38.1483,14.49,66.2957,0.726198,2.18013,2.18231,,30.0,9.0
231,14.4684,19.9967,12.1136,47.7797,0.368943,1.44024,1.44106,,30.0,9.0
232,16.6422,36.6183,17.0359,59.7658,3.08184,2.30923,2.30667,,30.0,9.0
233,9.73257,19.5691,21.8804,6.87425,8.89903,1.52912,1.52934,,30.0,9.0
234,9.76816,18.3866,19.377,72.3544,8.84703,1.18721,1.18607,,30.0,9.0
235,12.5576,27.209,20.8418,95.5022,1.5245,1.39673,1.3994,,30.0,9.0
236,12.3253,36.4517,15.9775,90.5048,6.86875,2.13886,2.14682,,30.0,9.0
237,14.486,34.1284,15.3236,33.7136,5.6574,2.54554,2.54652,,30.0,9.0
238,15.4121,19.421,19.1032,27.7293,7.42518,1.65599,1.65619,,30.0,9.0
239,16.2083,33.5636,14.5191,94.8653,7.80155,2.12935,2.13511,,30.0,9.0
240,10.6353,38.6475,12.0852,61.4651,8.54401,2.66255,2.66462,,30.0,9.0
241,13.6675,10.3021,14.6096,54.8501,7.30521,1.03208,1.03472,,30.0,9.0
242,13.3911,37.3287,16.3308,19.0239,6.40559,2.92445,2.92883,,30.0,9.0
243,16.3233,10.162,16.4718,78.0468,5.81209,0.945834,0.947213,,30.0,9.0
244,1.87255,13.1395,14.8749,27.8006,1.45997,0.619862,0.617492,,30.0,9.0
245,12.5553,11.833,21.3296,65.3559,3.64248,0.860418,0.862873,,30.0,9.0
246,19.9936,28.2781,20.0161,76.1364,0.498889,1.71331,1.71224,,30.0,9.0
247,13.973,11.5941,18.728,77.2316,3.52985,0.885313,0.886279,,30.0,9.0
248,9.61406,39.2648,16.9934,85.1499,7.24555,2.27654,2.28447,,30.0,9.0
249,12.9125,31.5973,14.6733,57.3701,9.77766,2.29887,2.3,,30.0,9.0
250,0.827081,27.6829,13.0113,30.8811,0.57877,1.0964,1.09813,,30.0,9.0
251,14.149,22.4152,20.2178,12.7973,8.40314,1.89486,1.89749,,30.0,9.0
252,10.7675,29.4116,16.8506,26.4425,7.31321,2.16316,2.16706,,30.0,9.0
253,2.99257,20.3132,16.9349,34.3248,8.49251,1.21505,1.21871,,30.0,9.0
254,4.54573,41.4958,17.8258,29.4934,1.28837,2.1162,2.11791,,30.0,9.0
255,18.0324,40.8938,20.4217,63.3356,4.03569,2.59915,2.59671,,30.0,9.0
256,11.6143,14.0974,17.4853,1.89167,5.87387,1.37386,1.37106,,30.0,9.0
257,16.1391,31.9611,15.2059,22.6082,7.57085,2.76781,2.77226,,30.0,9.0
258,14.9071,35.1709,15.2393,68.7287,4.3944,2.19308,2.19718,,30.0,9.0
259,9.26508,35.6173,21.9412,41.9757,5.59443,2.12858,2.1283,,30.0,9.0
260,6.17592,42.8823,15.0433,94.4811,5.41778,2.24206,2.24839,,30.0,9.0
261,12.1956,36.1571,15.2455,49.6544,0.366752,2.02696,2.02773,,30.0,9.0
262,18.7913,33.4701,12.2719,94.8821,8.82405,2.29204,2.29634,,30.0,9.0
263,10.1235,15.6054,15.6242,35.8912,1.86722,1.09878,1.09935,,30.0,9.0
264,6.64158,18.9028,15.597,26.1077,4.73388,1.25555,1.25481,,30.0,9.0
265,4.72027,34.2665,19.0226,56.79,9.4966,2.04044,2.04171,,30.0,9.0
266,2.0908,10.8904,21.8024,48.3335,1.85384,0.488161,0.489616,,30.0,9.0
267,17.1057,34.0194,18.2138,41.6587,9.0166,2.65081,2.65161,,30.0,9.0
268,1.50396,44.0323,14.0916,18.3936,6.64448,2.95345,2.95524,,30.0,9.0
269,12.305,37.9147,18.616,81.6215,2.16405,2.0186,2.02104,,30.0,9.0
270,17.5253,10.5195,15.2084,68.6439,5.57942,1.05902,1.06054,,30.0,9.0
271,9.15429,35.566,15.7982,97.9155,4.05334,1.80964,1.8128,,30.0,9.0
272,2.78299,37.5287,20.8916,35.5439,1.99775,1.77262,1.77458,,30.0,9.0
273,12.9868,42.7779,12.4342,47.1446,3.78422,2.87343,2.87061,,30.0,9.0
274,16.1633,10.9225,15.852,54.5129,4.98763,1.08301,1.08408,,30.0,9.0
275,15.0971,13.4411,20.6405,23.5508,4.30494,1.20372,1.2041,,30.0,9.0
276,2.04752,42.5791,21.2061,67.5776,9.59825,2.44947,2.45355,,30.0,9.0
277,1.19642,32.8731,12.6441,85.4662,3.489,1.36021,1.36457,,30.0,9.0
278,11.052,21.3767,19.0732,72.8658,9.90645,1.41484,1.41382,,30.0,9.0
279,11.9833,34.9785,20.802,26.133,6.55141,2.41338,2.41084,,30.0,9.0
280,5.71627,41.8133,13.6806,87.0676,3.35411,2.0604,2.06615,,30.0,9.0
281,19.6471,35.5992,17.7691,74.8262,4.61081,2.31016,2.30802,,30.0,9.0
282,13.5248,29.0826,19.7225,89.7093,9.81212,1.81761,1.82385,,30.0,9.0
283,17.2997,41.1017,20.7114,19.8955,8.69062,3.35852,3.35413,,30.0,9.0
284,10.3035,27.9595,16.1166,73.9215,0.0120149,1.40824,1.40876,,30.0,9.0
285,4.6149,36.5262,15.8591,97.6493,3.87398,1.68582,1.69069,,30.0,9.0
286,9.62515,32.2538,19.5437,6.69304,4.84771,2.202,2.20228,,30.0,9.0
287,0.532631,13.1268,12.9202,98.3317,8.95689,0.574681,0.573593,,30.0,9.0
288,5.00512,39.5081,14.4448,3.88265,0.675345,2.16155,2.15786,,30.0,9.0
289,8.24862,15.0678,18.7971,60.1579,2.30628,0.881873,0.88402,,30.0,9.0
290,15.8369,39.6944,12.0,5.74066,6.48534,3.98972,3.98875,,30.0,9.0
291,13.449,20.0809,14.2308,7.87102,3.41203,1.82797,1.82933,,30.0,9.0
292,0.57709,24.5934,17.8587,16.0517,3.59324,1.15092,1.15334,,30.0,9.0
293,17.9503,22.0869,18.7556,64.6038,0.411914,1.43643,1.43739,,30.0,9.0
294,17.5805,18.7578,18.2598,62.0216,9.53877,1.54667,1.55081,,30.0,9.0
295,10.9386,21.6493,20.8956,12.1316,8.55148,1.69588,1.69728,,30.0,9.0
296,11.911,25.3607,18.3251,51.7561,6.62708,1.68167,1.68582,,30.0,9.0
297,2.48858,41.5094,18.2914,30.1452,2.21155,2.07405,2.07665,,30.0,9.0
298,12.8942,36.1631,12.5294,71.173,6.82334,2.35373,2.35827,,30.0,9.0
299,7.6532,16.4567,14.7891,25.0001,1.0213,1.06332,1.06361,,30.0,9.0
300,11.3289,20.0978,17.2989,3.93603,4.44924,1.64272,1.64508,,30.0,9.0
