,Material 1 : Cohesion (kN/m2),Material 1 : Phi (deg),Material 1 : Unit Weight (kN/m3),Load #1 Magnitude (kN/m),Load #2 Magnitude (kN/m),Factor of Safety - spencer,Factor of Safety - gle/morgenstern-price,Unnamed: 7,slope_angle,slope_height
96,18.5404,35.8572,14.1782,6.10012,32.6361,2.81159,2.85084,,75.0,12.0
97,6.92084,25.0871,18.2958,66.5593,6.33686,0.805705,0.802862,,75.0,12.0
98,0.323985,21.1655,16.9643,51.5325,45.2508,0.891712,0.889346,,75.0,12.0
99,12.6157,31.6407,15.4116,73.2935,1.35158,1.10463,1.11008,,75.0,12.0
100,15.9386,43.0091,12.7173,53.5216,12.5471,1.94201,1.94684,,75.0,12.0
101,14.0739,33.5984,21.8233,93.6247,44.4727,1.54211,1.54271,,75.0,12.0
102,4.62533,34.1922,20.0348,74.7459,16.0473,1.16703,1.16797,,75.0,12.0
103,11.4203,34.7476,13.1497,28.5409,59.9857,2.90675,2.98378,,75.0,12.0
104,15.3693,14.8706,20.3938,51.6306,54.4649,1.04068,1.04842,,75.0,12.0
105,7.75906,30.755,15.6215,23.2902,55.9755,2.17543,2.22817,,75.0,12.0
106,5.14486,29.05,19.479,79.6639,67.3487,1.53734,1.53534,,75.0,12.0
107,14.3786,35.9691,19.2712,77.381,13.2758,1.37272,1.37263,,75.0,12.0
108,15.1857,31.0799,16.3121,24.6981,7.96788,1.36336,1.36231,,75.0,12.0
109,5.77842,24.9569,16.1871,82.0361,3.47553,0.778109,0.781234,,75.0,12.0
110,13.9788,18.718,14.6808,42.7764,26.8647,1.10642,1.1074,,75.0,12.0
111,1.70939,29.5381,21.0739,88.9452,22.1588,0.949067,0.948986,,75.0,12.0
112,0.295047,43.972,18.7146,51.4725,14.8398,1.56122,1.56113,,75.0,12.0
113,9.32106,39.3128,15.01,6.20199,64.5253,3.72674,3.85491,,75.0,12.0
114,6.08494,33.6614,19.6663,36.4672,48.2572,1.76781,1.78185,,75.0,12.0
115,0.745816,42.5612,19.3811,58.5247,45.2706,1.95551,1.95447,,75.0,12.0
116,0.402428,25.9282,12.6645,16.6947,57.6314,1.84194,1.90762,,75.0,12.0
117,11.1954,23.2623,15.3126,6.12906,41.9791,1.78071,1.81494,,75.0,12.0
118,4.62975,17.0298,17.553,32.7747,41.0509,0.862738,0.871595,,75.0,12.0
119,12.0665,25.125,21.6305,59.8694,13.3253,0.95674,0.956928,,75.0,12.0
120,1.31223,36.8839,18.7106,55.3639,14.0577,1.22761,1.22486,,75.0,12.0
121,5.28445,15.5857,21.5178,72.5427,23.1021,0.562668,0.559402,,75.0,12.0
122,11.7891,33.5068,12.8054,52.1388,2.74494,1.25578,1.25481,,75.0,12.0
123,17.4619,15.2647,15.4214,19.4953,55.0584,1.55941,1.58797,,75.0,12.0
124,8.81692,11.1169,17.2271,90.18,14.9359,0.476174,0.475607,,75.0,12.0
125,6.66992,27.0619,14.3805,68.8668,33.8015,1.20989,1.21021,,75.0,12.0
126,6.96697,37.6946,17.1858,54.2939,10.5909,1.2996,1.30578,,75.0,12.0
127,17.1441,22.5521,16.7825,74.3973,0.80542,0.90202,0.904349,,75.0,12.0
128,18.3538,42.7421,20.9684,70.5218,55.7948,2.54787,2.5453,,75.0,12.0
129,7.21977,35.2564,20.2365,55.6043,61.6373,1.99492,1.99735,,75.0,12.0
130,18.6612,21.9826,19.8801,65.3746,7.94888,0.948819,0.949104,,75.0,12.0
131,15.3053,44.8497,17.5769,44.3484,5.30387,1.78704,1.79116,,75.0,12.0
132,9.60125,44.0814,15.758,22.8151,66.3807,3.78887,3.90999,,75.0,12.0
133,9.05143,12.8264,21.8176,58.0777,24.6264,0.574082,0.573974,,75.0,12.0
134,7.56279,29.3271,16.8941,49.112,6.74307,0.99294,0.9977,,75.0,12.0
135,13.4096,11.1631,15.1115,50.3154,62.4022,1.02697,1.039,,75.0,12.0
136,5.24751,39.7463,15.8684,15.9271,4.30437,1.37766,1.37733,,75.0,12.0
137,18.5958,22.6724,19.5329,75.6499,43.6971,1.28223,1.28232,,75.0,12.0
138,18.1295,29.353,18.9875,85.6033,51.109,1.65783,1.6602,,75.0,12.0
139,17.947,41.1798,17.5812,41.3947,37.8831,2.43588,2.43464,,75.0,12.0
140,4.16534,24.1425,16.2609,70.2151,37.7007,1.01166,1.01191,,75.0,12.0
141,4.98252,15.1421,16.7403,95.7718,40.4338,0.642046,0.642274,,75.0,12.0
142,14.238,39.7247,19.0266,96.4524,56.948,2.17163,2.17097,,75.0,12.0
143,6.97626,43.4049,19.558,7.83141,68.6305,3.55069,3.68123,,75.0,12.0
144,16.1357,23.9068,21.4996,25.3797,29.3313,1.25487,1.2638,,75.0,12.0
145,15.3203,36.7075,18.6952,40.7337,50.1634,2.31356,2.31955,,75.0,12.0
146,8.37081,16.1454,17.3411,99.2304,57.6733,0.863913,0.863452,,75.0,12.0
147,16.1957,19.0524,21.0203,12.0986,8.27153,0.919534,0.919453,,75.0,12.0
148,7.65979,29.5794,14.777,60.4068,58.023,1.80565,1.80321,,75.0,12.0
149,3.75542,35.4645,12.3702,66.9522,8.79074,1.17388,1.17408,,75.0,12.0
150,11.2866,43.7151,20.4646,14.5643,19.2485,1.96615,1.96663,,75.0,12.0
151,5.41326,38.2911,16.7696,75.1826,41.9667,1.76192,1.76199,,75.0,12.0
152,2.8021,40.1699,16.1603,1.55545,44.03,2.70063,2.77734,,75.0,12.0
153,16.9822,22.924,12.8378,7.77514,37.5932,2.14745,2.18453,,75.0,12.0
154,10.2985,35.7827,15.2943,21.5709,57.2426,2.77245,2.85096,,75.0,12.0
155,3.09059,23.9614,15.2718,4.1091,36.9727,1.37267,1.40504,,75.0,12.0
156,3.55187,14.8583,13.1373,5.56422,38.9413,1.01386,1.03892,,75.0,12.0
157,19.5986,12.492,17.8043,16.094,63.344,1.41897,1.44353,,75.0,12.0
158,1.41182,23.3023,16.0877,77.708,1.45375,0.61787,0.620016,,75.0,12.0
159,6.32796,16.2179,18.5944,36.7521,32.0582,0.757256,0.759956,,75.0,12.0
160,12.019,36.4049,14.3621,85.945,43.3661,1.9128,1.91311,,75.0,12.0
161,12.651,35.2012,19.3568,58.6432,60.8278,2.15386,2.15201,,75.0,12.0
162,12.2854,35.2288,21.3843,85.6547,62.9987,1.91959,1.91861,,75.0,12.0
163,14.0059,30.83,19.5949,65.254,15.2245,1.21145,1.2138,,75.0,12.0
164,3.15261,39.0322,18.116,84.1897,38.1897,1.64317,1.64697,,75.0,12.0
165,4.98545,10.8672,17.7275,98.8705,13.1942,0.377937,0.377269,,75.0,12.0
166,12.155,36.4437,18.1442,5.49803,19.2014,1.74614,1.74571,,75.0,12.0
167,9.17192,33.0305,12.6825,70.1649,17.1918,1.31356,1.31813,,75.0,12.0
168,9.96903,25.051,16.148,41.2187,26.3907,1.18722,1.18516,,75.0,12.0
169,9.54362,31.6648,16.1137,68.2379,23.5093,1.29666,1.29834,,75.0,12.0
170,5.39204,27.7034,12.9632,90.6827,9.2429,0.895914,0.897167,,75.0,12.0
171,8.92854,24.2374,19.3297,51.0585,7.91792,0.852615,0.853985,,75.0,12.0
172,4.99054,12.591,21.81,16.1045,69.3071,0.855419,0.876926,,75.0,12.0
173,19.1222,14.4452,12.6033,33.0095,36.6068,1.42235,1.43679,,75.0,12.0
174,8.3795,41.4513,14.5495,83.0236,36.2611,1.95346,1.95312,,75.0,12.0
175,4.23967,43.8095,20.7823,83.5514,21.135,1.63885,1.63985,,75.0,12.0
176,17.8948,24.2438,12.0021,18.8327,35.2662,2.11536,2.14714,,75.0,12.0
177,16.5485,35.6557,13.2961,71.7341,51.2531,2.3568,2.35385,,75.0,12.0
178,16.7313,41.2802,18.8277,62.3104,39.8162,2.20786,2.2069,,75.0,12.0
179,15.4821,29.895,21.2879,53.2301,9.76742,1.16022,1.16277,,75.0,12.0
180,13.0156,28.4429,12.5779,11.0718,54.2811,2.73322,2.81524,,75.0,12.0
181,17.9537,31.8537,15.0529,46.0758,11.3412,1.46129,1.4628,,75.0,12.0
182,12.3286,42.1539,16.0038,80.0763,60.092,2.64026,2.63723,,75.0,12.0
183,2.59474,43.3346,13.455,96.5223,21.9088,1.60541,1.60545,,75.0,12.0
184,11.7757,14.7771,14.0261,85.0634,29.1828,0.776985,0.777565,,75.0,12.0
185,1.80029,13.0372,18.8483,13.8903,27.1246,0.510507,0.511044,,75.0,12.0
186,19.9331,33.093,20.2281,33.1,5.22104,1.39781,1.39616,,75.0,12.0
187,0.762752,24.3738,14.9525,73.9466,12.1729,0.708596,0.707616,,75.0,12.0
188,8.75148,11.9142,18.7687,63.1754,32.0913,0.600605,0.600907,,75.0,12.0
189,2.19697,42.7147,19.1301,10.8568,40.3026,2.31144,2.35459,,75.0,12.0
190,11.5486,14.2816,18.8545,39.5522,44.7802,0.929646,0.940647,,75.0,12.0
191,6.57066,32.4389,18.9302,25.8661,42.8216,1.71467,1.73306,,75.0,12.0
192,7.39349,24.0485,13.8513,15.208,24.4603,1.2707,1.28382,,75.0,12.0
193,5.53672,23.8271,12.3546,64.2724,9.6801,0.839928,0.841706,,75.0,12.0
194,7.54001,11.8623,14.2265,93.9771,41.2774,0.627788,0.628126,,75.0,12.0
195,11.1732,26.8653,13.6313,30.1606,22.9938,1.40393,1.40433,,75.0,12.0
196,1.95918,26.5903,18.1035,93.5025,45.3228,1.06793,1.06485,,75.0,12.0
197,6.57551,42.4071,13.8835,8.90156,24.6805,2.31068,2.33988,,75.0,12.0
198,10.9469,22.2352,20.3247,44.5837,24.0652,0.971431,0.971368,,75.0,12.0
199,4.75411,38.3038,15.2142,17.6166,64.8674,3.08647,3.19717,,75.0,12.0
200,0.468065,14.6787,14.1943,96.6231,39.7666,0.531915,0.533331,,75.0,12.0
201,15.691,40.3673,15.2522,27.1635,9.71427,1.81358,1.81352,,75.0,12.0
202,8.67369,32.6649,21.2921,41.0208,56.3606,1.83297,1.84588,,75.0,12.0
203,9.43535,18.8152,13.6443,86.35,59.3013,1.1675,1.16713,,75.0,12.0
204,14.7273,12.2338,12.8855,46.4317,0.563286,0.675635,0.670197,,75.0,12.0
205,4.66743,32.9908,15.9553,64.325,18.3353,1.20562,1.20841,,75.0,12.0
206,3.02756,21.6649,12.1088,99.6928,44.3745,0.945615,0.94699,,75.0,12.0
207,10.7576,13.953,19.8563,27.5027,54.0259,0.992617,1.00717,,75.0,12.0
208,13.3249,28.6261,13.141,41.8441,19.4826,1.42904,1.42891,,75.0,12.0
209,1.17674,19.0044,21.2487,22.1604,24.8455,0.639357,0.641407,,75.0,12.0
210,18.9065,21.7654,21.9076,10.2221,41.2184,1.51478,1.5254,,75.0,12.0
211,6.69573,17.9035,21.2658,62.1265,52.8494,0.888783,0.890217,,75.0,12.0
212,7.33264,28.399,16.6207,79.8488,43.0986,1.31574,1.31557,,75.0,12.0
213,17.7624,19.8421,21.2718,41.7485,32.4096,1.10275,1.11256,,75.0,12.0
214,10.2548,18.3554,16.7855,85.8022,28.2575,0.811847,0.811984,,75.0,12.0
215,14.2808,16.7937,17.3076,5.06559,47.0221,1.46775,1.49182,,75.0,12.0
216,9.97338,37.3014,21.6801,63.7643,68.9663,2.21969,2.21744,,75.0,12.0
217,1.81007,36.5907,17.9771,53.869,53.1567,1.86399,1.86254,,75.0,12.0
218,6.8254,18.5192,20.1958,74.0411,30.3567,0.734357,0.734541,,75.0,12.0
219,18.1019,15.2619,12.0231,41.5638,29.5486,1.26223,1.26754,,75.0,12.0
220,10.5779,17.1923,20.688,76.9931,61.4815,0.989641,0.989278,,75.0,12.0
221,12.1379,33.17,21.3645,95.199,34.8872,1.37792,1.37938,,75.0,12.0
222,12.0744,13.2509,15.7834,41.3215,23.2875,0.780909,0.781054,,75.0,12.0
223,9.64284,44.223,20.5395,84.1611,43.2062,2.08136,2.08538,,75.0,12.0
224,17.0117,35.5198,14.3545,49.14,44.1187,2.36548,2.36466,,75.0,12.0
225,4.93389,30.2735,14.3136,16.6783,62.0227,2.37916,2.45822,,75.0,12.0
226,4.87422,14.7916,16.9027,79.6241,50.2921,0.731663,0.731749,,75.0,12.0
227,1.79433,24.3951,20.6337,25.1748,49.9656,1.17608,1.19551,,75.0,12.0
228,2.98171,13.6375,15.8216,24.9204,32.5638,0.64615,0.650577,,75.0,12.0
229,5.01608,44.7019,15.3946,35.3637,44.5345,2.6941,2.7122,,75.0,12.0
230,14.8782,38.1483,14.49,66.2957,5.08339,1.46654,1.46732,,75.0,12.0
231,14.4684,19.9967,12.1136,47.7797,2.5826,0.932281,0.931972,,75.0,12.0
232,16.6422,36.6183,17.0359,59.7658,21.5729,1.66821,1.672,,75.0,12.0
233,9.73257,19.5691,21.8804,6.87425,62.2932,1.4056,1.4375,,75.0,12.0
234,9.76816,18.3866,19.377,72.3544,61.9292,1.07459,1.07457,,75.0,12.0
235,12.5576,27.209,20.8418,95.5022,10.6715,0.956024,0.954915,,75.0,12.0
236,12.3253,36.4517,15.9775,90.5048,48.0813,1.91958,1.91912,,75.0,12.0
237,14.486,34.1284,15.3236,33.7136,39.6018,2.17211,2.17999,,75.0,12.0
238,15.4121,19.421,19.1032,27.7293,51.9763,1.4218,1.44158,,75.0,12.0
239,16.2083,33.5636,14.5191,94.8653,54.6109,2.01507,2.01446,,75.0,12.0
240,10.6353,38.6475,12.0852,61.4651,59.8081,2.77146,2.7722,,75.0,12.0
241,13.6675,10.3021,14.6096,54.8501,51.1364,0.917822,0.921225,,75.0,12.0
242,13.3911,37.3287,16.3308,19.0239,44.8391,2.60138,2.65034,,75.0,12.0
243,16.3233,10.162,16.4718,78.0468,40.6846,0.741798,0.73934,,75.0,12.0
244,1.87255,13.1395,14.8749,27.8006,10.2198,0.426066,0.424964,,75.0,12.0
245,12.5553,11.833,21.3296,65.3559,25.4974,0.607338,0.607387,,75.0,12.0
246,19.9936,28.2781,20.0161,76.1364,3.49222,1.10815,1.1072,,75.0,12.0
247,13.973,11.5941,18.728,77.2316,24.7089,0.629394,0.629522,,75.0,12.0
248,9.61406,39.2648,16.9934,85.1499,50.7189,2.06187,2.06124,,75.0,12.0
249,12.9125,31.5973,14.6733,57.3701,68.4436,2.32463,2.34871,,75.0,12.0
250,0.827081,27.6829,13.0113,30.8811,4.05139,0.74934,0.753677,,75.0,12.0
251,14.149,22.4152,20.2178,12.7973,58.8219,1.70987,1.74311,,75.0,12.0
252,10.7675,29.4116,16.8506,26.4425,51.1925,1.9686,2.00655,,75.0,12.0
253,2.99257,20.3132,16.9349,34.3248,59.4476,1.19084,1.21418,,75.0,12.0
254,4.54573,41.4958,17.8258,29.4934,9.01862,1.44025,1.43889,,75.0,12.0
255,18.0324,40.8938,20.4217,63.3356,28.2499,1.9113,1.91239,,75.0,12.0
256,11.6143,14.0974,17.4853,1.89167,41.1171,1.16646,1.18031,,75.0,12.0
257,16.1391,31.9611,15.2059,22.6082,52.996,2.577,2.63394,,75.0,12.0
258,14.9071,35.1709,15.2393,68.7287,30.7608,1.74241,1.7431,,75.0,12.0
259,9.26508,35.6173,21.9412,41.9757,39.161,1.66904,1.66858,,75.0,12.0
260,6.17592,42.8823,15.0433,94.4811,37.9244,1.97864,1.98207,,75.0,12.0
261,12.1956,36.1571,15.2455,49.6544,2.56726,1.32233,1.32567,,75.0,12.0
262,18.7913,33.4701,12.2719,94.8821,61.7684,2.32537,2.32447,,75.0,12.0
263,10.1235,15.6054,15.6242,35.8912,13.0705,0.738363,0.738225,,75.0,12.0
264,6.64158,18.9028,15.597,26.1077,33.1372,1.01258,1.02271,,75.0,12.0
265,4.72027,34.2665,19.0226,56.79,66.4762,1.98502,1.99438,,75.0,12.0
266,2.0908,10.8904,21.8024,48.3335,12.9769,0.332033,0.332421,,75.0,12.0
267,17.1057,34.0194,18.2138,41.6587,63.1162,2.46455,2.50721,,75.0,12.0
268,1.50396,44.0323,14.0916,18.3936,46.5114,2.97459,3.05409,,75.0,12.0
269,12.305,37.9147,18.616,81.6215,15.1484,1.4269,1.42818,,75.0,12.0
270,17.5253,10.5195,15.2084,68.6439,39.0559,0.836043,0.839337,,75.0,12.0
271,9.15429,35.566,15.7982,97.9155,28.3734,1.46939,1.47251,,75.0,12.0
272,2.78299,37.5287,20.8916,35.5439,13.9842,1.23974,1.24413,,75.0,12.0
273,12.9868,42.7779,12.4342,47.1446,26.4895,2.3194,2.31987,,75.0,12.0
274,16.1633,10.9225,15.852,54.5129,34.9134,0.831714,0.839848,,75.0,12.0
275,15.0971,13.4411,20.6405,23.5508,30.1345,0.879107,0.883387,,75.0,12.0
276,2.04752,42.5791,21.2061,67.5776,67.1877,2.35579,2.35379,,75.0,12.0
277,1.19642,32.8731,12.6441,85.4662,24.423,1.15035,1.15227,,75.0,12.0
278,11.052,21.3767,19.0732,72.8658,69.3451,1.33054,1.32877,,75.0,12.0
279,11.9833,34.9785,20.802,26.133,45.8599,2.0088,2.03432,,75.0,12.0
280,5.71627,41.8133,13.6806,87.0676,23.4788,1.6787,1.67948,,75.0,12.0
281,19.6471,35.5992,17.7691,74.8262,32.2757,1.78109,1.78127,,75.0,12.0
282,13.5248,29.0826,19.7225,89.7093,68.6848,1.70573,1.70398,,75.0,12.0
283,17.2997,41.1017,20.7114,19.8955,60.8344,3.08432,3.15122,,75.0,12.0
284,10.3035,27.9595,16.1166,73.9215,0.0841044,0.920951,0.923708,,75.0,12.0
285,4.6149,36.5262,15.8591,97.6493,27.1178,1.37348,1.37742,,75.0,12.0
286,9.62515,32.2538,19.5437,6.69304,33.9339,1.75357,1.77767,,75.0,12.0
287,0.532631,13.1268,12.9202,98.3317,62.6982,0.611663,0.611409,,75.0,12.0
288,5.00512,39.5081,14.4448,3.88265,4.72742,1.44,1.44192,,75.0,12.0
289,8.24862,15.0678,18.7971,60.1579,16.1439,0.609927,0.608805,,75.0,12.0
290,15.8369,39.6944,12.0,5.74066,45.3974,3.92807,4.05203,,75.0,12.0
291,13.449,20.0809,14.2308,7.87102,23.8842,1.41103,1.41833,,75.0,12.0
292,0.57709,24.5934,17.8587,16.0517,25.1527,0.883013,0.882775,,75.0,12.0
293,17.9503,22.0869,18.7556,64.6038,2.8834,0.919823,0.918822,,75.0,12.0
294,17.5805,18.7578,18.2598,62.0216,66.7714,1.41633,1.42559,,75.0,12.0
295,10.9386,21.6493,20.8956,12.1316,59.8603,1.54259,1.57616,,75.0,12.0
296,11.911,25.3607,18.3251,51.7561,46.3896,1.43878,1.43828,,75.0,12.0
297,2.48858,41.5094,18.2914,30.1452,15.4809,1.47326,1.47637,,75.0,12.0
298,12.8942,36.1631,12.5294,71.173,47.7634,2.25126,2.24924,,75.0,12.0
299,7.6532,16.4567,14.7891,25.0001,7.14913,0.688796,0.688475,,75.0,12.0
300,11.3289,20.0978,17.2989,3.93603,31.1447,1.31278,1.32332,,75.0,12.0
