Cohesion,Phi,Unit_weight,Pe,Ps,FSs,FSgmp,slope_angle,slope_height
9.37413,13.12,15.0193,92.9101,18.2104,0.667569,0.669019,75.0,6.0
11.1005,12.228,19.9468,17.8678,13.2203,0.931082,0.930959,75.0,6.0
4.09174,15.5136,13.5833,17.1448,19.8581,1.03112,1.0448,75.0,6.0
6.80914,24.3024,13.405,50.0093,3.04614,0.904675,0.908908,75.0,6.0
6.45066,19.7054,16.9507,56.8731,3.34833,0.716029,0.718812,75.0,6.0
13.616,37.6471,12.6324,90.5511,28.5405,2.06976,2.07187,75.0,6.0
9.53165,30.269,20.8514,51.4359,10.5231,1.23684,1.23812,75.0,6.0
13.15,13.8292,14.4715,14.8632,7.52624,1.19652,1.19497,75.0,6.0
19.0179,43.5131,16.9715,96.2948,27.5469,2.36804,2.3722,75.0,6.0
14.1975,19.9165,12.4832,94.1497,23.2102,1.12512,1.12676,75.0,6.0
15.2482,36.6137,21.2196,15.7359,16.3356,2.2396,2.2569,75.0,6.0
19.669,42.1013,18.9987,59.5323,29.5757,2.75067,2.75103,75.0,6.0
9.52785,29.813,13.2545,56.5243,15.7067,1.45512,1.45677,75.0,6.0
2.25767,12.5468,17.5108,0.15859,9.65242,0.586931,0.591526,75.0,6.0
0.723562,13.6919,14.4209,79.1928,4.95505,0.330109,0.334226,75.0,6.0
7.3381,22.8137,21.9035,7.5884,17.7012,1.3117,1.32058,75.0,6.0
13.9056,21.2564,12.3973,94.0529,25.4856,1.20846,1.21016,75.0,6.0
14.3948,29.1532,15.1222,78.9993,21.8349,1.53131,1.53237,75.0,6.0
9.83331,42.3788,13.9633,10.41,27.5698,3.92711,4.02804,75.0,6.0
17.9841,42.2598,12.404,2.73979,2.41639,2.87053,2.87574,75.0,6.0
19.0988,28.9124,14.245,54.7984,24.5823,2.06922,2.07262,75.0,6.0
19.6832,32.8254,19.8437,94.2836,1.46482,1.32006,1.32423,75.0,6.0
5.74991,21.7748,17.6325,55.9,6.67109,0.788446,0.789757,75.0,6.0
8.17528,32.0826,21.6466,5.11558,5.58381,1.40282,1.40224,75.0,6.0
17.7272,27.1607,13.4209,23.301,2.04078,1.64486,1.64701,75.0,6.0
16.6342,31.2819,14.6762,99.9288,28.4757,1.69337,1.69714,75.0,6.0
15.0717,38.2856,13.9089,74.2959,25.6593,2.20789,2.20871,75.0,6.0
4.79963,25.4227,19.3875,44.8061,23.8046,1.18711,1.18621,75.0,6.0
3.08436,15.0375,19.9672,83.8717,22.9831,0.566057,0.566755,75.0,6.0
3.2166,11.9568,19.0134,33.1408,4.79298,0.442971,0.444219,75.0,6.0
11.6524,40.0727,21.7874,10.1382,27.7552,2.94393,2.99089,75.0,6.0
0.254809,20.8169,16.5986,30.4253,27.926,0.973987,0.97244,75.0,6.0
12.8576,24.6955,19.289,16.5811,16.9504,1.64591,1.65789,75.0,6.0
4.23303,23.374,20.0025,56.0746,10.1087,0.798143,0.805172,75.0,6.0
9.08385,19.2607,18.6622,75.2377,10.9258,0.806624,0.808124,75.0,6.0
11.2911,32.6754,15.8016,31.4224,7.87631,1.57776,1.57879,75.0,6.0
5.06279,14.3604,12.9797,72.3892,23.0458,0.712485,0.713643,75.0,6.0
19.2291,34.7621,21.7641,44.636,11.767,1.79584,1.79642,75.0,6.0
19.3568,17.432,16.0493,5.94349,15.9698,2.1732,2.18502,75.0,6.0
18.0752,17.3174,20.8879,14.1041,27.0353,1.8166,1.83121,75.0,6.0
16.6574,32.6243,16.6151,21.0516,12.0812,2.08098,2.09556,75.0,6.0
18.2909,35.7122,13.534,3.53082,28.0963,4.55014,4.67025,75.0,6.0
14.7679,23.9275,20.3465,5.9347,14.648,1.7984,1.80547,75.0,6.0
5.22308,12.2628,17.8462,57.5547,1.9423,0.463832,0.465538,75.0,6.0
7.97979,21.0066,13.7155,0.705363,6.36993,1.40411,1.40526,75.0,6.0
4.26489,15.9962,14.77,94.5051,5.87571,0.513456,0.511635,75.0,6.0
5.07576,10.4801,21.5087,53.3922,9.47515,0.448756,0.449002,75.0,6.0
6.44123,23.2287,15.3188,88.9876,4.55283,0.765768,0.767319,75.0,6.0
0.884265,31.2156,20.4898,42.6589,26.5985,1.31354,1.31375,75.0,6.0
19.2132,32.551,16.4956,97.7593,1.58322,1.31846,1.32187,75.0,6.0
7.86399,18.4548,20.6371,82.8304,26.2371,0.858527,0.858778,75.0,6.0
2.62079,16.2481,19.4706,68.2713,25.7176,0.657752,0.658259,75.0,6.0
5.09125,32.4923,17.1473,86.8756,14.6055,1.13807,1.13837,75.0,6.0
4.96695,44.3593,17.8154,97.0402,2.72584,1.34172,1.34743,75.0,6.0
13.9406,23.9424,12.0405,60.9324,0.213341,1.08685,1.08547,75.0,6.0
16.669,21.7207,16.6736,71.6187,9.66242,1.11944,1.11924,75.0,6.0
8.51639,21.2994,21.656,46.9203,4.71906,0.838694,0.839783,75.0,6.0
14.1068,36.2191,15.9706,80.4319,14.4224,1.62871,1.62799,75.0,6.0
19.2105,10.2787,13.3157,23.5192,8.64406,1.33322,1.32726,75.0,6.0
10.7379,42.4447,21.1108,81.986,23.2554,1.93376,1.93665,75.0,6.0
1.74841,25.8161,18.2748,10.7148,20.1615,1.26005,1.27809,75.0,6.0
2.44943,37.6068,14.9198,50.8204,5.66574,1.15818,1.16305,75.0,6.0
17.7906,24.3402,20.6599,54.7618,16.1314,1.3672,1.36727,75.0,6.0
13.4476,30.6573,20.919,16.1766,17.4884,1.91194,1.91228,75.0,6.0
15.7898,33.005,17.5757,45.746,18.2814,1.89418,1.89416,75.0,6.0
4.72981,40.8176,18.7756,62.0065,15.3601,1.55935,1.56586,75.0,6.0
19.623,41.968,13.6258,16.8371,20.8508,3.90475,3.94628,75.0,6.0
15.28,14.522,15.4662,25.6717,14.0957,1.30386,1.30395,75.0,6.0
3.94052,15.0445,12.8927,49.5201,9.50039,0.609656,0.612589,75.0,6.0
0.586135,19.2378,18.9231,41.4939,17.7236,0.650759,0.651663,75.0,6.0
16.878,44.0105,18.496,5.41284,4.47008,2.46037,2.45946,75.0,6.0
3.89514,39.6104,20.7167,14.7743,1.8195,1.3418,1.34049,75.0,6.0
9.46128,42.9456,16.5282,99.1885,2.80441,1.42946,1.43464,75.0,6.0
4.17791,13.7271,21.9321,19.353,15.2459,0.650436,0.64899,75.0,6.0
10.28,34.8362,12.1646,18.4079,3.22556,1.71575,1.71408,75.0,6.0
19.9657,24.2843,19.7316,71.1309,20.3277,1.4162,1.41615,75.0,6.0
4.35982,14.4755,21.8489,45.3998,1.98344,0.494455,0.495868,75.0,6.0
19.207,43.3571,12.3374,13.6196,27.1427,4.9214,5.04354,75.0,6.0
14.2548,14.3043,21.2636,5.81988,13.6413,1.2869,1.29019,75.0,6.0
8.99146,13.5892,13.6975,29.5615,26.5533,1.24694,1.24938,75.0,6.0
16.4099,44.0204,16.0303,22.3379,22.5193,3.44196,3.44973,75.0,6.0
2.30011,17.7752,16.969,48.6486,15.072,0.657565,0.659282,75.0,6.0
17.0021,31.5846,20.8339,5.18879,8.46512,1.94544,1.9472,75.0,6.0
17.3491,39.2987,16.7743,80.5107,27.4352,2.22648,2.22799,75.0,6.0
10.3088,30.6318,19.1841,38.0354,21.2671,1.6744,1.66995,75.0,6.0
14.1322,15.7472,17.2899,74.1822,15.3754,0.898241,0.899953,75.0,6.0
17.9426,26.6007,15.5993,84.2888,20.2438,1.45405,1.45476,75.0,6.0
5.99695,26.0106,13.8101,91.0806,16.626,0.985779,0.986865,75.0,6.0
12.0567,18.0804,20.8716,26.7573,12.0297,1.05407,1.05715,75.0,6.0
19.0383,25.3784,20.7449,65.4281,22.7709,1.49548,1.49548,75.0,6.0
17.5792,16.5219,18.0911,47.589,11.4397,1.10444,1.10436,75.0,6.0
12.5795,35.2172,17.5429,30.3506,24.3154,2.35338,2.35149,75.0,6.0
12.666,28.008,21.1936,63.7981,11.264,1.21289,1.21702,75.0,6.0
16.1517,18.9556,14.5144,75.7713,28.9138,1.3228,1.32478,75.0,6.0
12.8008,22.7703,13.5541,74.2086,4.80745,1.00268,1.00424,75.0,6.0
18.9307,20.2433,21.5501,75.0358,13.7826,1.09426,1.09401,75.0,6.0
15.8023,12.77,15.8463,9.60031,22.2294,1.8164,1.81713,75.0,6.0
5.85299,10.3129,21.6234,68.5103,11.9806,0.454349,0.454239,75.0,6.0
5.91068,30.0016,21.4129,77.8873,18.6188,1.13522,1.13642,75.0,6.0
17.5096,31.9115,17.5641,76.4496,12.0628,1.5077,1.50923,75.0,6.0
10.5825,12.24,12.2902,31.1112,4.09637,0.834983,0.832313,75.0,6.0
4.91924,13.8062,14.9778,30.372,13.7788,0.729055,0.728986,75.0,6.0
19.1274,33.8691,13.0579,60.6268,28.943,2.50241,2.50249,75.0,6.0
9.38785,26.4247,20.683,62.8917,0.463818,0.925597,0.929165,75.0,6.0
19.2868,14.4553,15.0584,67.3979,11.4692,1.01451,1.01422,75.0,6.0
19.7833,42.2747,16.4901,27.9956,6.39078,2.35442,2.35393,75.0,6.0
1.56762,38.0538,17.583,47.8756,2.91614,1.08211,1.08739,75.0,6.0
18.7753,39.5458,12.4092,60.0683,7.34828,1.98719,1.98817,75.0,6.0
19.3422,42.8289,12.7834,86.1209,5.98186,1.89677,1.90531,75.0,6.0
14.3278,20.5393,21.4184,47.352,13.485,1.10719,1.10716,75.0,6.0
4.30743,22.8467,18.0542,70.8877,27.7337,1.00469,1.0052,75.0,6.0
8.43643,41.8982,17.8449,73.7377,13.5281,1.68324,1.68789,75.0,6.0
8.22933,18.2703,13.4116,52.7268,13.6937,0.936702,0.936828,75.0,6.0
16.0329,11.7124,12.4743,73.132,0.746022,0.744561,0.740113,75.0,6.0
11.3106,42.5251,14.8407,9.40079,17.8395,3.24522,3.27554,75.0,6.0
2.92696,25.6857,13.1423,30.8193,7.08965,0.919306,0.923262,75.0,6.0
14.7153,29.2278,12.296,44.7325,14.6804,1.78767,1.78658,75.0,6.0
3.79993,42.0873,17.7859,39.7637,8.43481,1.51782,1.52436,75.0,6.0
11.6295,10.2628,21.3545,79.2326,2.78493,0.525226,0.528662,75.0,6.0
6.49869,24.8805,16.5827,12.3004,8.5716,1.19747,1.19771,75.0,6.0
8.22442,13.3271,12.0615,42.2098,29.6424,1.16162,1.16039,75.0,6.0
9.31693,30.8546,18.0607,46.8973,8.5528,1.27648,1.27919,75.0,6.0
4.11236,40.1173,14.2461,11.118,3.82675,1.56643,1.56792,75.0,6.0
6.55845,25.613,18.1659,10.4446,27.8769,1.86766,1.90714,75.0,6.0
7.86845,13.9723,19.1718,72.5723,22.2927,0.710721,0.710741,75.0,6.0
13.5723,36.3506,14.7459,46.0039,27.5573,2.51658,2.51635,75.0,6.0
6.54646,23.1975,17.3366,82.5177,12.7533,0.856581,0.857297,75.0,6.0
15.1392,15.8362,17.3793,35.1183,5.35563,1.0027,1.00306,75.0,6.0
0.985772,29.061,13.7185,34.1778,18.3315,1.21221,1.21235,75.0,6.0
7.78391,40.4235,17.6955,92.9398,29.215,1.8635,1.86871,75.0,6.0
5.98374,11.7996,17.1731,38.1814,10.0936,0.594826,0.594733,75.0,6.0
10.5119,38.9982,15.8957,13.4298,13.8412,2.36481,2.38482,75.0,6.0
0.382034,12.5171,13.4857,31.8812,19.1628,0.506147,0.506176,75.0,6.0
7.68607,26.3102,19.8638,53.7997,14.9772,1.10782,1.109,75.0,6.0
10.3762,17.8962,14.6547,5.02315,3.48015,1.21783,1.21616,75.0,6.0
11.4623,35.6942,13.7123,58.0558,1.36642,1.37872,1.38455,75.0,6.0
15.2968,43.8625,16.059,59.2755,26.3728,2.72637,2.72643,75.0,6.0
1.31736,42.869,12.0538,0.805541,7.12409,1.87618,1.87703,75.0,6.0
9.38323,33.8192,18.2044,10.0755,2.06599,1.4736,1.47691,75.0,6.0
16.6906,36.665,20.2251,89.4038,2.43517,1.40025,1.40714,75.0,6.0
6.29676,36.4748,18.4025,73.6702,14.5541,1.36352,1.36522,75.0,6.0
7.6084,44.5361,13.6665,87.3091,11.432,1.67832,1.68363,75.0,6.0
9.73662,40.2499,16.0239,49.6972,7.99903,1.67505,1.67815,75.0,6.0
1.68988,11.2313,14.9079,21.6486,0.923268,0.368666,0.364905,75.0,6.0
4.32762,13.1891,13.6351,77.9271,12.3056,0.516898,0.520196,75.0,6.0
3.62877,27.344,21.497,75.2767,20.0169,0.969469,0.971504,75.0,6.0
12.8766,28.2106,19.5747,28.1934,10.7946,1.46394,1.46387,75.0,6.0
2.78894,32.8871,21.4544,26.2632,19.7112,1.40446,1.40646,75.0,6.0
9.76761,24.2022,18.3603,21.0611,5.64993,1.1545,1.15366,75.0,6.0
2.15325,13.2566,12.3587,30.8265,18.7991,0.683717,0.6814,75.0,6.0
6.40881,41.1572,16.2747,29.7712,29.7079,2.74653,2.7458,75.0,6.0
16.0279,43.1559,16.1944,90.4757,9.41222,1.8132,1.81847,75.0,6.0
16.6388,15.4145,20.2765,16.7128,21.8733,1.53295,1.53969,75.0,6.0
2.56367,26.393,16.9147,5.30208,23.5571,1.6539,1.68996,75.0,6.0
14.4989,22.3262,20.8988,64.5994,6.54018,1.01796,1.01728,75.0,6.0
18.7358,16.1735,16.3953,89.9334,18.0678,0.999278,0.999891,75.0,6.0
15.1167,10.7181,18.7992,91.4089,2.24218,0.592102,0.596759,75.0,6.0
8.97971,30.8876,12.7757,58.4533,0.302805,1.11435,1.12039,75.0,6.0
1.46183,17.4461,12.4427,46.3447,24.8589,0.818452,0.81841,75.0,6.0
8.80739,25.354,12.6882,34.4383,3.93258,1.14575,1.14245,75.0,6.0
4.34079,35.1163,13.7029,72.5813,1.30267,1.02584,1.03332,75.0,6.0
12.0974,28.3868,15.3442,66.1409,13.4318,1.32662,1.33043,75.0,6.0
9.58108,14.7599,21.6013,30.0471,12.8728,0.823847,0.823977,75.0,6.0
4.66807,43.6154,12.2552,84.389,27.9196,2.09885,2.10309,75.0,6.0
19.7882,37.0414,21.1891,63.1262,27.1596,2.19559,2.19754,75.0,6.0
4.60665,10.7737,14.744,13.7072,26.0915,0.933147,0.951188,75.0,6.0
9.08984,10.3501,20.02,87.4474,7.99408,0.490436,0.49021,75.0,6.0
7.25661,28.7192,21.5159,6.14819,1.64365,1.14023,1.13923,75.0,6.0
4.77293,17.2545,17.044,9.13743,27.5023,1.30956,1.33721,75.0,6.0
5.36114,22.7398,15.7676,71.5998,29.2031,1.10868,1.10982,75.0,6.0
2.05714,18.5658,17.3221,91.055,23.4774,0.643602,0.646566,75.0,6.0
17.7531,29.0998,14.2198,19.4416,28.1803,2.98291,3.03049,75.0,6.0
5.49665,26.7803,20.5513,14.9909,19.3779,1.38512,1.39807,75.0,6.0
9.07635,28.1475,19.3698,2.27427,15.8055,1.83054,1.84357,75.0,6.0
11.6111,25.9407,12.7582,65.0691,11.5924,1.23481,1.23882,75.0,6.0
16.385,16.6258,19.8362,70.0062,14.7163,0.964535,0.963572,75.0,6.0
12.7222,18.1787,20.2275,93.7585,1.289,0.72836,0.733415,75.0,6.0
10.9912,23.8796,16.3713,32.4278,13.7666,1.34304,1.34188,75.0,6.0
19.4189,40.59,14.4187,14.3221,1.75667,2.35274,2.34808,75.0,6.0
14.6192,13.2243,19.8293,85.7943,8.16859,0.701543,0.70146,75.0,6.0
0.956123,37.0778,18.4554,22.9316,25.7292,1.89904,1.90165,75.0,6.0
18.3013,23.2104,17.2351,40.2227,20.046,1.67583,1.67599,75.0,6.0
16.8813,23.8515,18.7362,8.41773,17.7717,2.09892,2.1113,75.0,6.0
5.55801,36.5796,18.0825,67.7949,21.7905,1.55394,1.55761,75.0,6.0
1.82523,40.6315,19.3709,24.6686,4.09863,1.29632,1.2944,75.0,6.0
1.62049,12.6725,19.8278,15.0609,20.8446,0.601123,0.606327,75.0,6.0
7.53512,33.0119,20.674,97.0723,25.2825,1.34308,1.34604,75.0,6.0
17.8762,21.3566,12.3982,57.3089,23.1831,1.64562,1.64668,75.0,6.0
11.4423,16.0995,19.8217,50.5586,17.828,0.926978,0.927167,75.0,6.0
6.294,27.4388,13.0022,61.9195,4.65471,0.960857,0.964771,75.0,6.0
12.5011,29.6337,17.5352,24.1918,18.6746,1.89811,1.91697,75.0,6.0
17.9736,14.9998,15.1669,53.7718,29.8139,1.43369,1.43781,75.0,6.0
18.6378,36.2839,16.4802,88.7579,23.2575,1.91492,1.91701,75.0,6.0
1.10095,10.186,14.4675,28.3629,9.19511,0.364867,0.364254,75.0,6.0
13.8944,26.9313,18.3988,20.3624,14.7574,1.71426,1.71577,75.0,6.0
3.6467,15.7106,19.1206,31.4747,0.853439,0.525948,0.53246,75.0,6.0
1.30696,26.497,12.9381,55.7709,5.52318,0.729663,0.732327,75.0,6.0
4.5343,43.3742,17.1777,46.7785,29.062,2.41582,2.41395,75.0,6.0
19.9607,24.7847,17.4481,14.0758,7.49274,1.83241,1.83006,75.0,6.0
1.63619,13.2675,20.7336,58.1377,14.0267,0.432242,0.433097,75.0,6.0
0.592414,18.0466,17.0598,26.7715,29.0902,0.896705,0.898986,75.0,6.0
18.2083,29.3227,19.9957,22.4675,9.96415,1.73411,1.73435,75.0,6.0
16.5848,44.4519,20.3673,36.8999,19.3292,2.605,2.60481,75.0,6.0
15.3385,33.0454,15.8612,81.8441,15.7795,1.56116,1.56311,75.0,6.0
13.4997,27.0808,14.1631,35.7852,26.6584,2.13107,2.13009,75.0,6.0
2.61961,15.2754,21.0114,14.7366,28.2107,0.871872,0.885004,75.0,6.0
10.7403,35.2439,21.4812,34.39,5.42999,1.44953,1.446,75.0,6.0
16.2889,21.4818,13.4902,90.0927,7.16971,1.03162,1.03338,75.0,6.0
17.8357,21.6977,12.492,5.14463,21.6785,3.04604,3.0926,75.0,6.0
13.0527,40.2611,17.7665,59.7334,23.8177,2.19515,2.19689,75.0,6.0
19.8385,12.3303,19.6091,3.60731,1.74058,1.31323,1.30248,75.0,6.0
8.86915,36.6321,20.7158,86.2949,27.8513,1.65472,1.6588,75.0,6.0
18.4604,19.9056,13.4897,53.8137,4.18107,1.1871,1.181,75.0,6.0
8.56596,19.3054,13.8256,70.9839,5.57925,0.790259,0.789778,75.0,6.0
17.5026,38.1276,15.0995,86.4989,27.4201,2.15815,2.16085,75.0,6.0
0.603756,21.6138,20.5154,49.7518,29.8423,0.886984,0.885578,75.0,6.0
2.2057,13.8578,21.2967,6.43246,22.6728,0.747139,0.759286,75.0,6.0
16.9569,27.2462,19.284,27.0639,27.4611,2.17527,2.18587,75.0,6.0
17.3073,15.4853,14.837,98.3706,26.3811,1.01475,1.01544,75.0,6.0
18.8315,31.8469,16.1991,77.2475,4.59455,1.42431,1.42232,75.0,6.0
14.8384,26.712,15.4549,67.2756,21.2775,1.5126,1.51296,75.0,6.0
17.7418,15.966,20.9487,43.0403,18.0285,1.15672,1.15681,75.0,6.0
8.02861,26.7569,17.0516,98.6846,8.60442,0.924675,0.928762,75.0,6.0
3.18379,26.406,16.7518,91.7956,7.48598,0.754764,0.761239,75.0,6.0
12.6269,33.4015,13.2889,18.1277,29.6968,3.16716,3.23034,75.0,6.0
18.2319,26.7668,19.0805,15.3568,26.5076,2.44297,2.47984,75.0,6.0
3.82315,13.8437,18.8666,34.8164,13.8592,0.605528,0.60554,75.0,6.0
12.3707,27.4335,19.3277,99.3475,0.635477,0.957809,0.965254,75.0,6.0
14.1036,29.5645,14.8831,90.9739,12.8374,1.30121,1.30164,75.0,6.0
4.70132,17.3425,16.3859,40.2821,2.10939,0.622127,0.628001,75.0,6.0
7.04811,30.1919,16.7642,2.63846,28.6647,2.60901,2.68616,75.0,6.0
19.9838,37.2636,14.0478,41.2902,16.9617,2.49202,2.49267,75.0,6.0
14.1705,16.8721,15.9248,78.1109,22.7086,1.02914,1.02934,75.0,6.0
12.8738,12.1539,12.3792,1.24002,14.628,1.91706,1.92134,75.0,6.0
19.6748,43.1919,12.8907,15.5627,3.66573,2.68266,2.68183,75.0,6.0
2.50433,15.8539,18.8627,47.9986,27.45,0.734883,0.735083,75.0,6.0
1.06174,27.4083,15.3699,57.1046,9.30073,0.790417,0.792864,75.0,6.0
12.9835,27.0724,16.6196,58.6873,28.6495,1.69472,1.69427,75.0,6.0
16.4905,32.1883,20.7354,15.7014,11.2974,1.89267,1.90125,75.0,6.0
9.35671,22.6523,13.0849,51.4194,12.1675,1.12721,1.12721,75.0,6.0
6.11919,27.459,14.9607,87.4179,8.86193,0.931514,0.93267,75.0,6.0
9.26866,32.0013,13.7727,58.2034,7.53848,1.30005,1.30171,75.0,6.0
17.1273,10.6794,12.3652,45.0196,3.12685,0.927565,0.929381,75.0,6.0
8.08004,43.4269,19.3622,96.5037,14.8854,1.62393,1.62891,75.0,6.0
19.5699,20.4614,18.9814,92.3911,25.927,1.22495,1.22507,75.0,6.0
17.9264,41.6148,20.81,67.6266,8.79532,1.84737,1.84897,75.0,6.0
19.0461,32.106,20.4738,87.8374,28.6223,1.75733,1.75583,75.0,6.0
2.95833,18.8822,12.635,90.1504,15.2244,0.633117,0.638884,75.0,6.0
9.85185,43.0901,14.3456,13.4695,24.0119,3.52119,3.58646,75.0,6.0
7.26486,40.5963,19.84,10.615,26.0237,2.76106,2.81427,75.0,6.0
1.05738,31.7519,19.158,31.4852,21.8071,1.3284,1.32873,75.0,6.0
18.9325,20.6092,17.0146,58.6374,11.8152,1.24287,1.24282,75.0,6.0
10.088,39.532,21.7417,88.1405,2.34449,1.32156,1.32606,75.0,6.0
10.4563,33.2311,12.0153,28.7999,24.7668,2.57141,2.56692,75.0,6.0
17.5661,28.4699,20.8291,10.7559,1.8985,1.54409,1.54418,75.0,6.0
9.36339,10.9339,12.3078,26.6815,12.3907,0.931073,0.930985,75.0,6.0
17.1117,40.9137,19.8858,34.2781,17.6943,2.39504,2.39802,75.0,6.0
6.77309,21.446,13.9079,64.3525,8.30653,0.841034,0.844434,75.0,6.0
12.2408,30.2493,15.84,62.2335,14.2125,1.4389,1.43927,75.0,6.0
5.46013,43.8897,19.9388,82.7723,24.2633,1.86941,1.87221,75.0,6.0
14.5385,40.687,14.5912,11.7097,27.8153,3.98184,4.07321,75.0,6.0
2.51662,31.411,17.8111,61.167,8.81022,0.962785,0.964079,75.0,6.0
14.843,25.9528,18.487,67.9911,9.68253,1.20103,1.20125,75.0,6.0
0.0595453,19.1197,16.3347,75.4744,2.74993,0.418452,0.421595,75.0,6.0
12.9605,12.3052,18.097,73.5903,28.325,0.866706,0.865719,75.0,6.0
17.049,20.8749,14.3225,21.5301,27.7926,2.30192,2.32888,75.0,6.0
9.2733,36.6962,20.7287,95.9262,12.7928,1.345,1.35144,75.0,6.0
8.91461,17.1017,19.9856,12.636,20.7659,1.24413,1.25232,75.0,6.0
3.72916,35.5476,15.3024,7.26972,18.6607,2.16243,2.19785,75.0,6.0
4.02573,27.1282,12.8941,34.6127,14.1018,1.21003,1.21131,75.0,6.0
6.28811,44.9516,21.5962,88.287,8.72387,1.52595,1.53036,75.0,6.0
2.44705,18.6674,21.6698,39.1669,2.97125,0.547275,0.550704,75.0,6.0
6.50008,12.166,16.3678,31.802,0.546145,0.564815,0.565668,75.0,6.0
0.642765,15.5283,17.0572,76.2759,15.3563,0.449281,0.45041,75.0,6.0
10.2608,13.902,18.9736,48.9684,15.0491,0.799701,0.80046,75.0,6.0
18.0255,27.75,12.7881,26.1846,14.3056,2.17232,2.17283,75.0,6.0
6.5238,24.8433,17.3849,36.2767,20.5814,1.28822,1.28985,75.0,6.0
12.1085,13.8955,21.1789,9.76399,7.27648,0.970276,0.970132,75.0,6.0
0.170412,30.1077,21.3039,68.4326,26.7831,1.07145,1.07253,75.0,6.0
0.0389589,37.9995,13.6891,93.9057,1.71394,0.907702,0.909562,75.0,6.0
7.60309,35.0597,14.9325,29.6688,25.6097,2.28767,2.28517,75.0,6.0
3.76418,12.0749,13.891,76.5667,16.422,0.498286,0.499153,75.0,6.0
12.012,35.3325,20.5704,8.32802,29.5476,2.83923,2.89507,75.0,6.0
0.686816,18.2655,15.8137,48.5758,24.9037,0.738951,0.739199,75.0,6.0
15.1655,29.7388,16.8984,50.1744,27.6578,1.98801,1.98709,75.0,6.0
1.55916,35.6544,13.1313,38.0793,21.8842,1.70862,1.70828,75.0,6.0
7.66118,36.8562,13.7217,0.821074,18.1494,3.0557,3.11243,75.0,6.0
7.98305,34.8241,20.8364,3.21468,15.4145,1.96109,1.97544,75.0,6.0
15.6634,19.3315,13.5064,83.2249,10.0073,1.01187,1.0102,75.0,6.0
14.5081,19.2176,13.2729,45.4193,6.71022,1.13675,1.13673,75.0,6.0
8.90681,28.2722,13.2419,72.8301,8.75684,1.11542,1.11822,75.0,6.0
10.4102,26.9932,18.1994,69.9932,8.89956,1.08242,1.08549,75.0,6.0
18.5654,14.3315,21.1704,9.89697,9.56583,1.32879,1.32904,75.0,6.0
10.4824,24.537,17.1251,41.9065,25.1068,1.54068,1.54054,75.0,6.0
9.68449,29.7603,15.8865,51.361,2.49162,1.14285,1.14816,75.0,6.0
4.81966,40.4734,18.1672,28.7186,6.94125,1.5158,1.52215,75.0,6.0
16.4342,19.4259,17.2649,0.901632,6.1125,1.6977,1.69278,75.0,6.0
2.76411,14.3126,13.2088,58.1542,22.9071,0.665912,0.666278,75.0,6.0
2.1509,33.8887,16.7379,4.08753,15.5576,1.70042,1.72787,75.0,6.0
15.0223,38.3907,20.4808,21.6208,25.1691,2.69315,2.71137,75.0,6.0
3.16955,25.8711,15.8066,12.9711,7.16031,1.00326,1.00715,75.0,6.0
8.4422,16.0861,16.9728,44.0693,20.8065,0.958984,0.956732,75.0,6.0
8.71783,13.9558,18.0855,3.49924,8.86389,1.00772,1.00817,75.0,6.0
19.5523,31.522,16.6567,73.9837,7.27103,1.48698,1.48956,75.0,6.0
7.64219,28.1055,21.2312,71.7684,29.8216,1.33254,1.33385,75.0,6.0
13.2463,17.9367,16.319,31.0682,27.7577,1.59425,1.59922,75.0,6.0
4.35029,38.7103,19.5657,84.4476,22.8555,1.51238,1.51465,75.0,6.0
19.0559,43.165,20.4459,36.0927,15.4233,2.46576,2.46596,75.0,6.0
8.44772,28.2379,13.509,34.9929,27.951,1.98718,1.98456,75.0,6.0
1.4209,42.6605,14.3413,24.5949,6.53768,1.47584,1.48472,75.0,6.0
17.3892,32.2159,21.5348,5.52911,4.28374,1.78948,1.77985,75.0,6.0
15.7388,14.6397,12.6095,58.3967,26.0134,1.29645,1.29692,75.0,6.0
9.57262,18.1668,19.2763,7.79386,26.5589,1.57153,1.59447,75.0,6.0
16.282,21.1213,18.602,2.80764,1.91624,1.45023,1.45114,75.0,6.0
14.0526,23.7805,21.2666,9.01564,24.2084,1.9502,1.97015,75.0,6.0
2.83861,16.3932,17.4882,70.9739,0.505933,0.459034,0.462211,75.0,6.0
15.5643,15.5312,14.8181,97.9752,13.8808,0.849524,0.850522,75.0,6.0
15.1311,32.9585,14.9927,82.4047,25.2703,1.78798,1.78947,75.0,6.0
2.94272,16.8337,12.3417,2.79371,7.55034,0.873897,0.877647,75.0,6.0
12.7473,26.9975,17.3835,79.5487,11.5778,1.16988,1.17163,75.0,6.0
10.5284,38.2517,12.4257,18.8149,13.555,2.46661,2.4737,75.0,6.0
7.12045,34.9092,14.3878,97.7807,29.0063,1.57818,1.58327,75.0,6.0
8.48504,32.818,18.7428,2.41214,14.6156,2.00945,2.02209,75.0,6.0
5.44981,31.2365,15.2673,62.6812,10.7568,1.14862,1.14923,75.0,6.0
14.532,27.8488,17.0041,89.6164,17.8827,1.30241,1.30709,75.0,6.0
9.60668,19.4139,15.6695,1.21954,12.9383,1.62088,1.62963,75.0,6.0
0.624854,31.4896,16.8493,68.03,12.7704,0.923616,0.924586,75.0,6.0
