Material 1 : Cohesion (kN/m2),Material 1 : Phi (deg),Material 1 : Unit Weight (kN/m3),Load #1 Magnitude (kN/m),Load #2 Magnitude (kN/m),Factor of Safety - spencer,Factor of Safety - gle/morgenstern-price,
9.25214,27.0344,16.2721,25.7109,6.5198,1.67286,1.67396
12.8451,13.9206,16.3404,17.2906,6.15234,1.61344,1.61247
10.3626,30.1019,15.2261,89.1311,4.39082,1.13622,1.13861
8.00854,27.3663,14.5454,81.8012,5.98084,1.03769,1.0396
12.3133,40.8389,19.4886,75.3521,6.64819,1.73016,1.73484
5.51885,13.6477,20.9262,91.5072,9.17544,0.545382,0.543097
9.60849,36.6256,13.364,95.4096,1.90632,1.23198,1.2343
4.88406,24.9439,12.1014,1.69703,0.399156,1.462,1.45829
19.441,24.4347,20.2462,86.1016,8.51662,1.33651,1.34053
8.72489,12.2857,20.3588,56.6237,0.773634,0.638952,0.644442
9.53946,21.5231,14.3742,64.8108,2.82261,0.950443,0.956396
5.028,43.0035,19.2867,65.491,3.81935,1.44372,1.4545
5.89513,30.6107,18.6819,25.342,1.52789,1.24317,1.24677
18.4673,11.2863,12.7875,34.1217,8.27765,1.71951,1.72003
15.5717,17.4909,21.9468,48.3004,3.30217,1.13538,1.1355
5.8726,17.7398,15.9166,47.5093,4.23621,0.794892,0.793864
2.55826,11.246,21.949,6.71072,1.60588,0.518755,0.519934
13.5297,10.688,19.6785,88.8365,6.58677,0.697133,0.696008
3.71966,13.5265,20.3903,5.62014,9.44407,1.03388,1.04169
13.6633,14.8724,14.3845,8.13417,0.370028,1.77267,1.76793
14.6642,34.0562,17.8351,61.4394,7.37812,1.72916,1.73301
0.0459144,20.7633,12.802,93.3934,6.34191,0.442696,0.446491
14.569,20.9592,19.628,86.722,1.75621,0.958027,0.957796
3.65196,28.5114,12.9101,12.7192,3.09461,1.36101,1.35999
12.4104,25.7475,16.6887,5.20435,2.99481,2.23532,2.22988
6.18445,22.9187,18.5829,46.8142,4.84235,0.963791,0.966138
0.561921,30.8207,12.8072,86.235,9.91151,0.868713,0.871394
18.88,39.3772,17.0792,7.64736,9.96705,4.61788,4.65468
7.49724,42.2164,20.3112,15.9405,1.46674,1.90458,1.90862
3.58385,40.14,16.0798,48.1949,8.1725,1.618,1.62277
14.6795,31.9393,21.615,56.0081,1.92023,1.46181,1.45792
2.75299,16.2996,18.9905,56.8213,4.09938,0.534278,0.53757
0.87532,31.1615,17.6981,81.904,0.921823,0.689209,0.689202
4.48589,43.2016,13.7236,91.3257,5.87605,1.37635,1.38876
3.84362,22.0095,16.5144,56.3741,4.56685,0.767404,0.766233
7.50729,31.3655,13.6935,47.7032,7.34017,1.47448,1.47931
10.6131,37.1993,12.4771,35.3252,4.07537,1.95132,1.95343
3.24265,39.0203,12.0246,32.2993,1.69957,1.3377,1.33896
12.8284,34.8708,12.1702,75.7917,2.23122,1.41556,1.41922
9.69331,29.8417,15.7207,76.6738,7.44087,1.24544,1.25137
1.24815,39.1908,19.6695,9.20404,1.82615,1.29055,1.29586
17.3694,23.4759,16.3815,40.8733,5.63986,1.69458,1.69834
3.95435,38.8775,21.9954,57.9333,1.42526,1.16517,1.1758
17.2509,28.1716,14.8994,49.3066,4.37954,1.70131,1.70535
8.64921,36.7837,20.0463,9.48131,9.21597,2.69239,2.69369
2.48356,19.4578,19.0794,77.9718,5.11583,0.567864,0.56851
13.3058,34.6806,19.5966,37.5568,8.89767,2.08712,2.08874
14.2122,31.9904,12.4785,59.19,1.2687,1.48702,1.4914
0.706884,26.8167,20.5764,13.848,7.38239,1.06219,1.06412
12.8558,25.6665,12.4215,14.96,1.7265,2.04117,2.03929
14.6264,31.7724,14.6474,74.6497,3.12556,1.41016,1.41367
13.0653,20.4832,18.074,25.9844,4.30689,1.49649,1.49626
5.02926,34.2215,15.4233,5.98928,7.90824,2.49085,2.49446
2.72378,36.0143,15.8558,7.80733,6.83385,2.0317,2.0316
14.4793,20.8526,17.1783,98.7546,1.26691,0.907191,0.909323
12.4296,37.8532,17.0239,56.4274,6.1141,1.78896,1.79376
8.10068,15.7336,13.5746,58.5152,3.48374,0.782441,0.78024
16.3675,42.1372,18.7607,78.421,4.41814,1.84665,1.84921
13.8715,39.8519,15.1421,58.2456,2.87745,1.79898,1.80409
18.3844,22.6563,21.6945,78.9338,0.197414,1.12506,1.11962
1.92162,15.7936,17.7409,83.9419,4.53444,0.436629,0.43576
2.17619,44.6621,21.9602,31.9949,3.39986,1.51428,1.51999
13.5454,35.2748,18.158,60.8324,4.55306,1.61075,1.61846
6.43955,27.1179,13.2793,87.0165,2.35595,0.868172,0.868565
12.7,33.532,12.044,71.04,9.97009,1.69546,1.7021
4.56763,18.0552,14.8681,9.18895,1.10166,0.981396,0.979327
15.9932,17.8715,19.6649,15.3094,0.302611,1.56789,1.561
16.3482,36.2972,12.2017,44.4564,7.88238,2.36173,2.36407
11.3735,21.5876,16.1417,77.8731,1.3907,0.917488,0.919198
16.76,24.1957,20.581,43.8615,6.56486,1.58361,1.58126
0.850175,38.1895,19.7757,41.1438,5.31822,1.1768,1.18265
11.2372,13.7848,21.2023,2.31851,9.85669,1.92534,1.93373
