,Material 1 : Cohesion (kN/m2),Material 1 : Phi (deg),Material 1 : Unit Weight (kN/m3),Load #1 Magnitude (kN/m),Load #2 Magnitude (kN/m),Factor of Safety - spencer,Factor of Safety - gle/morgenstern-price,Unnamed: 7,slope_angle,slope_height
47,14.2122,31.9904,12.4785,59.19,6.34348,2.03828,2.03804,,30.0,15.0
48,0.706884,26.8167,20.5764,13.848,36.9119,2.17225,2.17263,,30.0,15.0
49,12.8558,25.6665,12.4215,14.96,8.63252,2.02827,2.02798,,30.0,15.0
50,14.6264,31.7724,14.6474,74.6497,15.6278,2.23934,2.24508,,30.0,15.0
51,13.0653,20.4832,18.074,25.9844,21.5345,1.71697,1.71499,,30.0,15.0
52,5.02926,34.2215,15.4233,5.98928,39.5412,3.6111,3.60995,,30.0,15.0
53,2.72378,36.0143,15.8558,7.80733,34.1692,3.48552,3.48548,,30.0,15.0
54,14.4793,20.8526,17.1783,98.7546,6.33455,1.20797,1.21139,,30.0,15.0
55,12.4296,37.8532,17.0239,56.4274,30.5705,3.2784,3.28078,,30.0,15.0
56,8.10068,15.7336,13.5746,58.5152,17.4187,1.1709,1.17169,,30.0,15.0
57,16.3675,42.1372,18.7607,78.421,22.0907,3.22173,3.22427,,30.0,15.0
58,13.8715,39.8519,15.1421,58.2456,14.3873,2.90445,2.90218,,30.0,15.0
59,18.3844,22.6563,21.6945,78.9338,0.987069,1.26652,1.26424,,30.0,15.0
60,1.92162,15.7936,17.7409,83.9419,22.6722,0.933016,0.930152,,30.0,15.0
61,2.17619,44.6621,21.9602,31.9949,16.9993,3.0415,3.04331,,30.0,15.0
62,13.5454,35.2748,18.158,60.8324,22.7653,2.69827,2.70089,,30.0,15.0
63,6.43955,27.1179,13.2793,87.0165,11.7797,1.54203,1.54764,,30.0,15.0
64,12.7,33.532,12.044,71.04,49.8505,3.58709,3.58789,,30.0,15.0
65,4.56763,18.0552,14.8681,9.18895,5.50829,1.04285,1.04325,,30.0,15.0
66,15.9932,17.8715,19.6649,15.3094,1.51306,1.1833,1.18089,,30.0,15.0
67,16.3482,36.2972,12.2017,44.4564,39.4119,4.10902,4.10971,,30.0,15.0
68,11.3735,21.5876,16.1417,77.8731,6.95352,1.24981,1.25053,,30.0,15.0
69,16.76,24.1957,20.581,43.8615,32.8243,2.13549,2.13611,,30.0,15.0
70,0.850175,38.1895,19.7757,41.1438,26.5911,2.8155,2.81781,,30.0,15.0
71,11.2372,13.7848,21.2023,2.31851,49.2834,1.51048,1.51043,,30.0,15.0
72,11.5294,22.7826,20.9728,93.182,13.8056,1.35209,1.35408,,30.0,15.0
73,7.90655,43.8026,15.0564,58.3017,17.1117,3.22917,3.23205,,30.0,15.0
74,6.37684,27.8955,17.6075,66.3564,6.01223,1.41145,1.41484,,30.0,15.0
75,18.8505,31.9493,21.868,86.46,33.2748,2.54861,2.55031,,30.0,15.0
76,10.4374,13.5398,16.7343,61.3438,19.2281,1.05224,1.05343,,30.0,15.0
77,3.1326,18.3268,21.7944,28.8348,19.3124,1.14132,1.13878,,30.0,15.0
78,14.3224,39.0782,13.0498,50.0553,19.9069,3.32617,3.32754,,30.0,15.0
79,1.68396,38.6152,18.3454,15.2525,40.7272,3.7532,3.75331,,30.0,15.0
80,15.4016,10.4428,19.2651,84.3087,23.629,0.919708,0.91748,,30.0,15.0
81,18.3224,15.8624,14.7495,64.6818,36.4165,1.6896,1.68958,,30.0,15.0
82,17.4196,23.3839,16.1598,94.241,29.4662,1.89979,1.90363,,30.0,15.0
83,15.0492,26.468,15.6719,6.31379,27.2107,2.68789,2.68791,,30.0,15.0
84,7.62201,12.135,15.7513,93.8075,31.0479,0.939808,0.942991,,30.0,15.0
85,0.618189,13.0675,15.7584,16.8122,41.0596,1.15654,1.15692,,30.0,15.0
86,7.58745,33.4903,14.2622,99.6508,40.606,2.74274,2.74664,,30.0,15.0
87,4.87798,34.928,15.6906,35.7377,34.1965,3.1533,3.15455,,30.0,15.0
88,17.4517,23.7322,15.9429,68.0156,41.6535,2.3302,2.3315,,30.0,15.0
89,9.63142,26.395,18.2476,60.9462,33.0317,2.12581,2.1284,,30.0,15.0
90,15.5328,12.5069,17.2229,49.2692,27.524,1.24402,1.24543,,30.0,15.0
91,1.2875,21.782,18.3019,27.7927,38.8566,1.79219,1.7926,,30.0,15.0
92,19.3015,43.691,13.9932,2.54641,29.8375,5.30453,5.30443,,30.0,15.0
93,5.58324,13.4111,19.6461,43.5426,47.0257,1.21402,1.2143,,30.0,15.0
94,8.96947,25.7808,17.2544,0.485197,44.731,2.78435,2.7814,,30.0,15.0
95,17.6527,37.1826,18.7335,72.6538,0.812756,2.00654,2.00618,,30.0,15.0
96,18.5404,35.8572,14.1782,6.10012,23.3115,3.77922,3.77928,,30.0,15.0
97,6.92084,25.0871,18.2958,66.5593,4.52633,1.23803,1.24126,,30.0,15.0
98,0.323985,21.1655,16.9643,51.5325,32.322,1.51426,1.51512,,30.0,15.0
99,12.6157,31.6407,15.4116,73.2935,0.965412,1.62492,1.62529,,30.0,15.0
100,15.9386,43.0091,12.7173,53.5216,8.96223,3.0958,3.09545,,30.0,15.0
101,14.0739,33.5984,21.8233,93.6247,31.7662,2.51241,2.51507,,30.0,15.0
102,4.62533,34.1922,20.0348,74.7459,11.4624,1.86017,1.85707,,30.0,15.0
103,11.4203,34.7476,13.1497,28.5409,42.8469,4.00959,4.00839,,30.0,15.0
104,15.3693,14.8706,20.3938,51.6306,38.9035,1.4421,1.44003,,30.0,15.0
105,7.75906,30.755,15.6215,23.2902,39.9825,3.11496,3.11492,,30.0,15.0
106,5.14486,29.05,19.479,79.6639,48.1062,2.4153,2.41649,,30.0,15.0
107,14.3786,35.9691,19.2712,77.381,9.48269,2.15881,2.15813,,30.0,15.0
108,15.1857,31.0799,16.3121,24.6981,5.69135,2.04665,2.04733,,30.0,15.0
109,5.77842,24.9569,16.1871,82.0361,2.48252,1.13237,1.13113,,30.0,15.0
110,13.9788,18.718,14.6808,42.7764,19.1891,1.61964,1.62055,,30.0,15.0
111,1.70939,29.5381,21.0739,88.9452,15.8277,1.56361,1.56143,,30.0,15.0
112,0.295047,43.972,18.7146,51.4725,10.5998,2.53639,2.53846,,30.0,15.0
113,9.32106,39.3128,15.01,6.20199,46.0895,4.78674,4.78349,,30.0,15.0
114,6.08494,33.6614,19.6663,36.4672,34.4694,2.8289,2.82982,,30.0,15.0
115,0.745816,42.5612,19.3811,58.5247,32.3361,3.40455,3.40756,,30.0,15.0
116,0.402428,25.9282,12.6645,16.6947,41.1653,2.61226,2.61046,,30.0,15.0
117,11.1954,23.2623,15.3126,6.12906,29.9851,2.36016,2.36016,,30.0,15.0
118,4.62975,17.0298,17.553,32.7747,29.3221,1.34351,1.34403,,30.0,15.0
119,12.0665,25.125,21.6305,59.8694,9.51805,1.47251,1.47799,,30.0,15.0
120,1.31223,36.8839,18.7106,55.3639,10.0412,1.96799,1.97113,,30.0,15.0
121,5.28445,15.5857,21.5178,72.5427,16.5015,0.908059,0.911684,,30.0,15.0
122,11.7891,33.5068,12.8054,52.1388,1.96067,1.85614,1.85448,,30.0,15.0
123,17.4619,15.2647,15.4214,19.4953,39.3274,1.90962,1.91141,,30.0,15.0
124,8.81692,11.1169,17.2271,90.18,10.6685,0.710581,0.710878,,30.0,15.0
125,6.66992,27.0619,14.3805,68.8668,24.1439,1.96183,1.96505,,30.0,15.0
126,6.96697,37.6946,17.1858,54.2939,7.5649,2.12622,2.12466,,30.0,15.0
127,17.1441,22.5521,16.7825,74.3973,0.5753,1.30067,1.29648,,30.0,15.0
128,18.3538,42.7421,20.9684,70.5218,39.8534,3.97114,3.97379,,30.0,15.0
129,7.21977,35.2564,20.2365,55.6043,44.0267,3.13891,3.14248,,30.0,15.0
130,18.6612,21.9826,19.8801,65.3746,5.67777,1.39754,1.39405,,30.0,15.0
131,15.3053,44.8497,17.5769,44.3484,3.78848,2.7352,2.73249,,30.0,15.0
132,9.60125,44.0814,15.758,22.8151,47.4148,5.30058,5.29866,,30.0,15.0
133,9.05143,12.8264,21.8176,58.0777,17.5903,0.884111,0.88501,,30.0,15.0
134,7.56279,29.3271,16.8941,49.112,4.81648,1.54077,1.54619,,30.0,15.0
135,13.4096,11.1631,15.1115,50.3154,44.573,1.32216,1.32229,,30.0,15.0
136,5.24751,39.7463,15.8684,15.9271,3.07455,2.11852,2.11561,,30.0,15.0
137,18.5958,22.6724,19.5329,75.6499,31.2122,1.90216,1.91025,,30.0,15.0
138,18.1295,29.353,18.9875,85.6033,36.5064,2.48344,2.48267,,30.0,15.0
139,17.947,41.1798,17.5812,41.3947,27.0594,3.77578,3.77799,,30.0,15.0
140,4.16534,24.1425,16.2609,70.2151,26.9291,1.6827,1.68232,,30.0,15.0
141,4.98252,15.1421,16.7403,95.7718,28.8813,1.02646,1.02836,,30.0,15.0
142,14.238,39.7247,19.0266,96.4524,40.6772,3.41012,3.41308,,30.0,15.0
143,6.97626,43.4049,19.558,7.83141,49.0218,4.91562,4.91409,,30.0,15.0
144,16.1357,23.9068,21.4996,25.3797,20.9509,1.90015,1.90036,,30.0,15.0
145,15.3203,36.7075,18.6952,40.7337,35.831,3.47883,3.48058,,30.0,15.0
146,8.37081,16.1454,17.3411,99.2304,41.1952,1.29124,1.29022,,30.0,15.0
147,16.1957,19.0524,21.0203,12.0986,5.90823,1.32281,1.32098,,30.0,15.0
148,7.65979,29.5794,14.777,60.4068,41.445,2.71425,2.71573,,30.0,15.0
149,3.75542,35.4645,12.3702,66.9522,6.2791,1.82907,1.83075,,30.0,15.0
150,11.2866,43.7151,20.4646,14.5643,13.7489,3.2107,3.21123,,30.0,15.0
151,5.41326,38.2911,16.7696,75.1826,29.9762,2.95493,2.95827,,30.0,15.0
152,2.8021,40.1699,16.1603,1.55545,31.45,3.93401,3.934,,30.0,15.0
153,16.9822,22.924,12.8378,7.77514,26.8523,2.67293,2.67289,,30.0,15.0
154,10.2985,35.7827,15.2943,21.5709,40.8876,3.88986,3.88935,,30.0,15.0
155,3.09059,23.9614,15.2718,4.1091,26.4091,2.02407,2.02421,,30.0,15.0
156,3.55187,14.8583,13.1373,5.56422,27.8152,1.38796,1.38794,,30.0,15.0
157,19.5986,12.492,17.8043,16.094,45.2457,1.67177,1.67184,,30.0,15.0
158,1.41182,23.3023,16.0877,77.708,1.0384,0.879958,0.878431,,30.0,15.0
159,6.32796,16.2179,18.5944,36.7521,22.8987,1.19726,1.19529,,30.0,15.0
160,12.019,36.4049,14.3621,85.945,30.9758,2.9838,2.98637,,30.0,15.0
161,12.651,35.2012,19.3568,58.6432,43.4484,3.27529,3.27888,,30.0,15.0
162,12.2854,35.2288,21.3843,85.6547,44.9991,3.00467,3.00683,,30.0,15.0
163,14.0059,30.83,19.5949,65.254,10.8746,1.91625,1.91872,,30.0,15.0
164,3.15261,39.0322,18.116,84.1897,27.2784,2.75581,2.75931,,30.0,15.0
165,4.98545,10.8672,17.7275,98.8705,9.42445,0.582692,0.583213,,30.0,15.0
166,12.155,36.4437,18.1442,5.49803,13.7153,2.76285,2.76274,,30.0,15.0
167,9.17192,33.0305,12.6825,70.1649,12.2799,2.12456,2.13004,,30.0,15.0
168,9.96903,25.051,16.148,41.2187,18.8505,1.8767,1.87967,,30.0,15.0
169,9.54362,31.6648,16.1137,68.2379,16.7923,2.12119,2.12033,,30.0,15.0
170,5.39204,27.7034,12.9632,90.6827,6.60207,1.3668,1.36981,,30.0,15.0
171,8.92854,24.2374,19.3297,51.0585,5.65566,1.30426,1.30747,,30.0,15.0
172,4.99054,12.591,21.81,16.1045,49.5051,1.17989,1.17989,,30.0,15.0
173,19.1222,14.4452,12.6033,33.0095,26.1477,1.77458,1.77248,,30.0,15.0
174,8.3795,41.4513,14.5495,83.0236,25.9008,3.22077,3.22429,,30.0,15.0
175,4.23967,43.8095,20.7823,83.5514,15.0964,2.67478,2.67688,,30.0,15.0
176,17.8948,24.2438,12.0021,18.8327,25.1901,2.74951,2.74971,,30.0,15.0
177,16.5485,35.6557,13.2961,71.7341,36.6093,3.4453,3.44844,,30.0,15.0
178,16.7313,41.2802,18.8277,62.3104,28.4402,3.53079,3.53191,,30.0,15.0
179,15.4821,29.895,21.2879,53.2301,6.97673,1.77344,1.77276,,30.0,15.0
180,13.0156,28.4429,12.5779,11.0718,38.7722,3.45101,3.44954,,30.0,15.0
181,17.9537,31.8537,15.0529,46.0758,8.10089,2.22592,2.22799,,30.0,15.0
182,12.3286,42.1539,16.0038,80.0763,42.9228,4.04002,4.0437,,30.0,15.0
183,2.59474,43.3346,13.455,96.5223,15.6491,2.68161,2.68563,,30.0,15.0
184,11.7757,14.7771,14.0261,85.0634,20.8448,1.15614,1.15544,,30.0,15.0
185,1.80029,13.0372,18.8483,13.8903,19.3747,0.853093,0.853317,,30.0,15.0
186,19.9331,33.093,20.2281,33.1,3.72932,2.04903,2.05211,,30.0,15.0
187,0.762752,24.3738,14.9525,73.9466,8.69491,1.13668,1.14189,,30.0,15.0
188,8.75148,11.9142,18.7687,63.1754,22.9224,0.913065,0.91456,,30.0,15.0
189,2.19697,42.7147,19.1301,10.8568,28.7876,3.75201,3.75254,,30.0,15.0
190,11.5486,14.2816,18.8545,39.5522,31.9858,1.31249,1.31279,,30.0,15.0
191,6.57066,32.4389,18.9302,25.8661,30.5869,2.71322,2.71391,,30.0,15.0
192,7.39349,24.0485,13.8513,15.208,17.4717,1.93368,1.93408,,30.0,15.0
193,5.53672,23.8271,12.3546,64.2724,6.91436,1.27972,1.28458,,30.0,15.0
194,7.54001,11.8623,14.2265,93.9771,29.4838,0.926508,0.929796,,30.0,15.0
195,11.1732,26.8653,13.6313,30.1606,16.4241,2.16309,2.16336,,30.0,15.0
196,1.95918,26.5903,18.1035,93.5025,32.3734,1.77415,1.77535,,30.0,15.0
197,6.57551,42.4071,13.8835,8.90156,17.629,3.6841,3.68577,,30.0,15.0
198,10.9469,22.2352,20.3247,44.5837,17.1894,1.5326,1.53532,,30.0,15.0
199,4.75411,38.3038,15.2142,17.6166,46.3338,4.30333,4.30122,,30.0,15.0
200,0.468065,14.6787,14.1943,96.6231,28.4047,0.892734,0.892754,,30.0,15.0
201,15.691,40.3673,15.2522,27.1635,6.93877,2.81796,2.81963,,30.0,15.0
202,8.67369,32.6649,21.2921,41.0208,40.2575,2.85312,2.85606,,30.0,15.0
203,9.43535,18.8152,13.6443,86.35,42.358,1.67577,1.67519,,30.0,15.0
204,14.7273,12.2338,12.8855,46.4317,0.402347,0.944641,0.948592,,30.0,15.0
205,4.66743,32.9908,15.9553,64.325,13.0967,1.95777,1.95998,,30.0,15.0
206,3.02756,21.6649,12.1088,99.6928,31.6961,1.48962,1.4912,,30.0,15.0
207,10.7576,13.953,19.8563,27.5027,38.5899,1.35442,1.35454,,30.0,15.0
208,13.3249,28.6261,13.141,41.8441,13.9162,2.21669,2.21493,,30.0,15.0
209,1.17674,19.0044,21.2487,22.1604,17.7468,1.11744,1.11784,,30.0,15.0
210,18.9065,21.7654,21.9076,10.2221,29.4417,2.04021,2.04005,,30.0,15.0
211,6.69573,17.9035,21.2658,62.1265,37.7496,1.39024,1.39083,,30.0,15.0
212,7.33264,28.399,16.6207,79.8488,30.7847,2.12306,2.12171,,30.0,15.0
213,17.7624,19.8421,21.2718,41.7485,23.1497,1.64333,1.6487,,30.0,15.0
214,10.2548,18.3554,16.7855,85.8022,20.1839,1.26389,1.26811,,30.0,15.0
215,14.2808,16.7937,17.3076,5.06559,33.5872,1.83028,1.83032,,30.0,15.0
216,9.97338,37.3014,21.6801,63.7643,49.2617,3.44547,3.44919,,30.0,15.0
217,1.81007,36.5907,17.9771,53.869,37.9691,3.07169,3.07421,,30.0,15.0
218,6.8254,18.5192,20.1958,74.0411,21.6833,1.19689,1.20146,,30.0,15.0
219,18.1019,15.2619,12.0231,41.5638,21.1061,1.68956,1.68664,,30.0,15.0
220,10.5779,17.1923,20.688,76.9931,43.9154,1.46087,1.46153,,30.0,15.0
221,12.1379,33.17,21.3645,95.199,24.9195,2.26498,2.26688,,30.0,15.0
222,12.0744,13.2509,15.7834,41.3215,16.6339,1.13257,1.13302,,30.0,15.0
223,9.64284,44.223,20.5395,84.1611,30.8616,3.52205,3.52455,,30.0,15.0
224,17.0117,35.5198,14.3545,49.14,31.5133,3.46779,3.47032,,30.0,15.0
225,4.93389,30.2735,14.3136,16.6783,44.3019,3.26596,3.26435,,30.0,15.0
226,4.87422,14.7916,16.9027,79.6241,35.9229,1.12209,1.12291,,30.0,15.0
227,1.79433,24.3951,20.6337,25.1748,35.6897,1.90715,1.90787,,30.0,15.0
