,Material 1 : Cohesion (kN/m2),Material 1 : Phi (deg),Material 1 : Unit Weight (kN/m3),Load #1 Magnitude (kN/m),Load #2 Magnitude (kN/m),Factor of Safety - spencer,Factor of Safety - gle/morgenstern-price,Unnamed: 7,slope_angle,slope_height
21,0.0459144,20.7633,12.802,93.3934,0.634191,0.855286,0.854636,,30.0,3.0
22,14.569,20.9592,19.628,86.722,0.175621,1.50589,1.50794,,30.0,3.0
23,3.65196,28.5114,12.9101,12.7192,0.309461,2.2394,2.24103,,30.0,3.0
24,12.4104,25.7475,16.6887,5.20435,0.299481,3.33153,3.32716,,30.0,3.0
25,6.18445,22.9187,18.5829,46.8142,0.484235,1.54628,1.54648,,30.0,3.0
26,0.561921,30.8207,12.8072,86.235,0.991151,1.40324,1.40285,,30.0,3.0
27,18.88,39.3772,17.0792,7.64736,0.996705,5.28676,5.28524,,30.0,3.0
28,7.49724,42.2164,20.3112,15.9405,0.146674,3.64812,3.64949,,30.0,3.0
29,3.58385,40.14,16.0798,48.1949,0.81725,2.52001,2.52166,,30.0,3.0
30,14.6795,31.9393,21.615,56.0081,0.192023,2.44246,2.4446,,30.0,3.0
31,2.75299,16.2996,18.9905,56.8213,0.409938,0.929769,0.931689,,30.0,3.0
32,0.87532,31.1615,17.6981,81.904,0.0921823,1.51886,1.51908,,30.0,3.0
33,4.48589,43.2016,13.7236,91.3257,0.587605,2.35435,2.35468,,30.0,3.0
34,3.84362,22.0095,16.5144,56.3741,0.456685,1.27617,1.2819,,30.0,3.0
35,7.50729,31.3655,13.6935,47.7032,0.734017,2.11008,2.10894,,30.0,3.0
36,10.6131,37.1993,12.4771,35.3252,0.407537,2.94496,2.9487,,30.0,3.0
37,3.24265,39.0203,12.0246,32.2993,0.169957,2.49748,2.49885,,30.0,3.0
38,12.8284,34.8708,12.1702,75.7917,0.223122,2.25004,2.2493,,30.0,3.0
39,9.69331,29.8417,15.7207,76.6738,0.744087,1.85355,1.85574,,30.0,3.0
40,1.24815,39.1908,19.6695,9.20404,0.182615,2.8822,2.88332,,30.0,3.0
41,17.3694,23.4759,16.3815,40.8733,0.563986,2.35929,2.35757,,30.0,3.0
42,3.95435,38.8775,21.9954,57.9333,0.142526,2.38708,2.38834,,30.0,3.0
43,17.2509,28.1716,14.8994,49.3066,0.437954,2.47076,2.47416,,30.0,3.0
44,8.64921,36.7837,20.0463,9.48131,0.921597,3.59393,3.59643,,30.0,3.0
45,2.48356,19.4578,19.0794,77.9718,0.511583,1.00106,1.00221,,30.0,3.0
46,13.3058,34.6806,19.5966,37.5568,0.889767,2.92251,2.92501,,30.0,3.0
47,14.2122,31.9904,12.4785,59.19,0.12687,2.34812,2.35215,,30.0,3.0
48,0.706884,26.8167,20.5764,13.848,0.738239,1.76701,1.76798,,30.0,3.0
49,12.8558,25.6665,12.4215,14.96,0.17265,3.07593,3.07099,,30.0,3.0
50,14.6264,31.7724,14.6474,74.6497,0.312556,2.1863,2.18513,,30.0,3.0
51,13.0653,20.4832,18.074,25.9844,0.430689,2.17105,2.17345,,30.0,3.0
52,5.02926,34.2215,15.4233,5.98928,0.790824,3.20799,3.21029,,30.0,3.0
53,2.72378,36.0143,15.8558,7.80733,0.683385,2.93481,2.93706,,30.0,3.0
54,14.4793,20.8526,17.1783,98.7546,0.126691,1.42075,1.42256,,30.0,3.0
55,12.4296,37.8532,17.0239,56.4274,0.61141,2.74272,2.7442,,30.0,3.0
56,8.10068,15.7336,13.5746,58.5152,0.348374,1.16099,1.16276,,30.0,3.0
57,16.3675,42.1372,18.7607,78.421,0.441814,2.97551,2.97869,,30.0,3.0
58,13.8715,39.8519,15.1421,58.2456,0.287745,2.90474,2.90705,,30.0,3.0
59,18.3844,22.6563,21.6945,78.9338,0.0197414,1.79476,1.79629,,30.0,3.0
60,1.92162,15.7936,17.7409,83.9419,0.453444,0.774176,0.778538,,30.0,3.0
61,2.17619,44.6621,21.9602,31.9949,0.339986,3.12622,3.12726,,30.0,3.0
62,13.5454,35.2748,18.158,60.8324,0.455306,2.55196,2.55345,,30.0,3.0
63,6.43955,27.1179,13.2793,87.0165,0.235595,1.45847,1.46034,,30.0,3.0
64,12.7,33.532,12.044,71.04,0.997009,2.24557,2.24695,,30.0,3.0
65,4.56763,18.0552,14.8681,9.18895,0.110166,1.69436,1.69532,,30.0,3.0
66,15.9932,17.8715,19.6649,15.3094,0.0302611,2.46809,2.46309,,30.0,3.0
67,16.3482,36.2972,12.2017,44.4564,0.788238,3.09833,3.10074,,30.0,3.0
68,11.3735,21.5876,16.1417,77.8731,0.13907,1.46345,1.46614,,30.0,3.0
69,16.76,24.1957,20.581,43.8615,0.656486,2.25665,2.25949,,30.0,3.0
70,0.850175,38.1895,19.7757,41.1438,0.531822,2.298,2.29958,,30.0,3.0
71,11.2372,13.7848,21.2023,2.31851,0.985669,2.1666,2.1608,,30.0,3.0
72,11.5294,22.7826,20.9728,93.182,0.276112,1.45607,1.45761,,30.0,3.0
73,7.90655,43.8026,15.0564,58.3017,0.342234,2.90281,2.90678,,30.0,3.0
74,6.37684,27.8955,17.6075,66.3564,0.120245,1.66616,1.66426,,30.0,3.0
75,18.8505,31.9493,21.868,86.46,0.665497,2.30219,2.30601,,30.0,3.0
76,10.4374,13.5398,16.7343,61.3438,0.384562,1.14667,1.14813,,30.0,3.0
77,3.1326,18.3268,21.7944,28.8348,0.386248,1.23919,1.23813,,30.0,3.0
78,14.3224,39.0782,13.0498,50.0553,0.398139,3.009,3.01061,,30.0,3.0
79,1.68396,38.6152,18.3454,15.2525,0.814545,2.83427,2.83588,,30.0,3.0
80,15.4016,10.4428,19.2651,84.3087,0.472581,1.04708,1.04564,,30.0,3.0
81,18.3224,15.8624,14.7495,64.6818,0.72833,1.63448,1.6336,,30.0,3.0
82,17.4196,23.3839,16.1598,94.241,0.589324,1.68617,1.68847,,30.0,3.0
83,15.0492,26.468,15.6719,6.31379,0.544214,3.76563,3.76668,,30.0,3.0
84,7.62201,12.135,15.7513,93.8075,0.620958,0.802346,0.800876,,30.0,3.0
85,0.618189,13.0675,15.7584,16.8122,0.821191,0.818743,0.819781,,30.0,3.0
86,7.58745,33.4903,14.2622,99.6508,0.81212,1.81218,1.81442,,30.0,3.0
87,4.87798,34.928,15.6906,35.7377,0.68393,2.36528,2.36654,,30.0,3.0
88,17.4517,23.7322,15.9429,68.0156,0.83307,1.95734,1.95836,,30.0,3.0
89,9.63142,26.395,18.2476,60.9462,0.660634,1.80031,1.80547,,30.0,3.0
90,15.5328,12.5069,17.2229,49.2692,0.550479,1.48263,1.47986,,30.0,3.0
91,1.2875,21.782,18.3019,27.7927,0.777132,1.32199,1.32142,,30.0,3.0
92,19.3015,43.691,13.9932,2.54641,0.59675,6.79431,6.79652,,30.0,3.0
93,5.58324,13.4111,19.6461,43.5426,0.940514,1.02122,1.02265,,30.0,3.0
94,8.96947,25.7808,17.2544,0.485197,0.89462,3.22729,3.22586,,30.0,3.0
95,17.6527,37.1826,18.7335,72.6538,0.0162551,2.70622,2.70698,,30.0,3.0
96,18.5404,35.8572,14.1782,6.10012,0.46623,5.25004,5.24467,,30.0,3.0
97,6.92084,25.0871,18.2958,66.5593,0.0905266,1.5333,1.53949,,30.0,3.0
98,0.323985,21.1655,16.9643,51.5325,0.64644,1.05534,1.05644,,30.0,3.0
99,12.6157,31.6407,15.4116,73.2935,0.0193082,2.0932,2.09169,,30.0,3.0
100,15.9386,43.0091,12.7173,53.5216,0.179245,3.32643,3.33004,,30.0,3.0
101,14.0739,33.5984,21.8233,93.6247,0.635324,2.1743,2.17315,,30.0,3.0
102,4.62533,34.1922,20.0348,74.7459,0.229248,1.94596,1.94684,,30.0,3.0
103,11.4203,34.7476,13.1497,28.5409,0.856939,3.06905,3.07248,,30.0,3.0
104,15.3693,14.8706,20.3938,51.6306,0.778071,1.54115,1.5436,,30.0,3.0
105,7.75906,30.755,15.6215,23.2902,0.79965,2.57729,2.57934,,30.0,3.0
106,5.14486,29.05,19.479,79.6639,0.962124,1.63488,1.63741,,30.0,3.0
107,14.3786,35.9691,19.2712,77.381,0.189654,2.44351,2.44435,,30.0,3.0
108,15.1857,31.0799,16.3121,24.6981,0.113827,3.11578,3.11171,,30.0,3.0
109,5.77842,24.9569,16.1871,82.0361,0.0496505,1.36755,1.36859,,30.0,3.0
110,13.9788,18.718,14.6808,42.7764,0.383782,1.84344,1.84542,,30.0,3.0
111,1.70939,29.5381,21.0739,88.9452,0.316554,1.48344,1.48626,,30.0,3.0
112,0.295047,43.972,18.7146,51.4725,0.211997,2.61468,2.61315,,30.0,3.0
113,9.32106,39.3128,15.01,6.20199,0.92179,4.36758,4.37094,,30.0,3.0
114,6.08494,33.6614,19.6663,36.4672,0.689389,2.37285,2.37487,,30.0,3.0
115,0.745816,42.5612,19.3811,58.5247,0.646723,2.49939,2.49908,,30.0,3.0
116,0.402428,25.9282,12.6645,16.6947,0.823306,1.58881,1.58847,,30.0,3.0
117,11.1954,23.2623,15.3126,6.12906,0.599701,3.06927,3.07086,,30.0,3.0
118,4.62975,17.0298,17.553,32.7747,0.586441,1.24665,1.24838,,30.0,3.0
119,12.0665,25.125,21.6305,59.8694,0.190361,1.84738,1.84776,,30.0,3.0
120,1.31223,36.8839,18.7106,55.3639,0.200825,2.06856,2.06947,,30.0,3.0
121,5.28445,15.5857,21.5178,72.5427,0.330031,0.954649,0.956956,,30.0,3.0
122,11.7891,33.5068,12.8054,52.1388,0.0392134,2.40347,2.40626,,30.0,3.0
123,17.4619,15.2647,15.4214,19.4953,0.786548,2.52653,2.52504,,30.0,3.0
124,8.81692,11.1169,17.2271,90.18,0.21337,0.80886,0.809867,,30.0,3.0
125,6.66992,27.0619,14.3805,68.8668,0.482879,1.59144,1.59402,,30.0,3.0
126,6.96697,37.6946,17.1858,54.2939,0.151298,2.43793,2.43917,,30.0,3.0
127,17.1441,22.5521,16.7825,74.3973,0.011506,1.78419,1.78413,,30.0,3.0
128,18.3538,42.7421,20.9684,70.5218,0.797069,3.25689,3.26022,,30.0,3.0
129,7.21977,35.2564,20.2365,55.6043,0.880533,2.33324,2.33641,,30.0,3.0
130,18.6612,21.9826,19.8801,65.3746,0.113555,1.90664,1.90937,,30.0,3.0
131,15.3053,44.8497,17.5769,44.3484,0.0757696,3.69928,3.70075,,30.0,3.0
132,9.60125,44.0814,15.758,22.8151,0.948296,3.95112,3.95451,,30.0,3.0
133,9.05143,12.8264,21.8176,58.0777,0.351806,1.05315,1.05448,,30.0,3.0
134,7.56279,29.3271,16.8941,49.112,0.0963295,1.96316,1.96634,,30.0,3.0
135,13.4096,11.1631,15.1115,50.3154,0.89146,1.31527,1.31323,,30.0,3.0
136,5.24751,39.7463,15.8684,15.9271,0.061491,3.19363,3.19509,,30.0,3.0
137,18.5958,22.6724,19.5329,75.6499,0.624245,1.85323,1.85228,,30.0,3.0
138,18.1295,29.353,18.9875,85.6033,0.730129,2.12065,2.11931,,30.0,3.0
139,17.947,41.1798,17.5812,41.3947,0.541188,3.63511,3.63829,,30.0,3.0
140,4.16534,24.1425,16.2609,70.2151,0.538582,1.32564,1.32776,,30.0,3.0
141,4.98252,15.1421,16.7403,95.7718,0.577625,0.830863,0.832418,,30.0,3.0
142,14.238,39.7247,19.0266,96.4524,0.813543,2.55294,2.55154,,30.0,3.0
143,6.97626,43.4049,19.558,7.83141,0.980436,4.22336,4.22665,,30.0,3.0
144,16.1357,23.9068,21.4996,25.3797,0.419018,2.55674,2.55669,,30.0,3.0
145,15.3203,36.7075,18.6952,40.7337,0.716619,3.12569,3.12825,,30.0,3.0
146,8.37081,16.1454,17.3411,99.2304,0.823905,0.994934,0.998085,,30.0,3.0
147,16.1957,19.0524,21.0203,12.0986,0.118165,2.6247,2.6197,,30.0,3.0
148,7.65979,29.5794,14.777,60.4068,0.828901,1.87264,1.87585,,30.0,3.0
149,3.75542,35.4645,12.3702,66.9522,0.125582,1.899,1.90068,,30.0,3.0
150,11.2866,43.7151,20.4646,14.5643,0.274979,4.22996,4.23149,,30.0,3.0
151,5.41326,38.2911,16.7696,75.1826,0.599524,2.21734,2.21914,,30.0,3.0
152,2.8021,40.1699,16.1603,1.55545,0.629,3.66967,3.66889,,30.0,3.0
153,16.9822,22.924,12.8378,7.77514,0.537045,3.90746,3.90709,,30.0,3.0
154,10.2985,35.7827,15.2943,21.5709,0.817752,3.27013,3.27349,,30.0,3.0
155,3.09059,23.9614,15.2718,4.1091,0.528181,2.10241,2.10391,,30.0,3.0
156,3.55187,14.8583,13.1373,5.56422,0.556304,1.52769,1.52559,,30.0,3.0
157,19.5986,12.492,17.8043,16.094,0.904914,2.52889,2.52888,,30.0,3.0
158,1.41182,23.3023,16.0877,77.708,0.0207679,1.10941,1.10959,,30.0,3.0
159,6.32796,16.2179,18.5944,36.7521,0.457975,1.27306,1.26918,,30.0,3.0
160,12.019,36.4049,14.3621,85.945,0.619516,2.25698,2.2586,,30.0,3.0
161,12.651,35.2012,19.3568,58.6432,0.868968,2.56012,2.56413,,30.0,3.0
162,12.2854,35.2288,21.3843,85.6547,0.899982,2.28263,2.28094,,30.0,3.0
163,14.0059,30.83,19.5949,65.254,0.217493,2.22218,2.22562,,30.0,3.0
164,3.15261,39.0322,18.116,84.1897,0.545568,2.13524,2.13848,,30.0,3.0
165,4.98545,10.8672,17.7275,98.8705,0.188489,0.633368,0.636268,,30.0,3.0
166,12.155,36.4437,18.1442,5.49803,0.274306,4.15192,4.14712,,30.0,3.0
167,9.17192,33.0305,12.6825,70.1649,0.245598,2.01948,2.0205,,30.0,3.0
168,9.96903,25.051,16.148,41.2187,0.37701,1.96314,1.96483,,30.0,3.0
169,9.54362,31.6648,16.1137,68.2379,0.335847,2.01628,2.015,,30.0,3.0
170,5.39204,27.7034,12.9632,90.6827,0.132041,1.42257,1.42173,,30.0,3.0
171,8.92854,24.2374,19.3297,51.0585,0.113113,1.72274,1.72231,,30.0,3.0
172,4.99054,12.591,21.81,16.1045,0.990102,1.18859,1.18997,,30.0,3.0
173,19.1222,14.4452,12.6033,33.0095,0.522955,2.25818,2.25889,,30.0,3.0
174,8.3795,41.4513,14.5495,83.0236,0.518016,2.47066,2.47061,,30.0,3.0
175,4.23967,43.8095,20.7823,83.5514,0.301928,2.59854,2.60172,,30.0,3.0
176,17.8948,24.2438,12.0021,18.8327,0.503802,3.39259,3.39349,,30.0,3.0
177,16.5485,35.6557,13.2961,71.7341,0.732187,2.56156,2.56016,,30.0,3.0
178,16.7313,41.2802,18.8277,62.3104,0.568803,3.15211,3.15341,,30.0,3.0
179,15.4821,29.895,21.2879,53.2301,0.139535,2.38036,2.38233,,30.0,3.0
180,13.0156,28.4429,12.5779,11.0718,0.775444,3.63485,3.63287,,30.0,3.0
181,17.9537,31.8537,15.0529,46.0758,0.162018,2.79372,2.79735,,30.0,3.0
182,12.3286,42.1539,16.0038,80.0763,0.858457,2.76594,2.7684,,30.0,3.0
183,2.59474,43.3346,13.455,96.5223,0.312982,2.23518,2.23848,,30.0,3.0
184,11.7757,14.7771,14.0261,85.0634,0.416897,1.11281,1.11453,,30.0,3.0
185,1.80029,13.0372,18.8483,13.8903,0.387494,0.949003,0.950004,,30.0,3.0
186,19.9331,33.093,20.2281,33.1,0.0745863,3.26376,3.25958,,30.0,3.0
187,0.762752,24.3738,14.9525,73.9466,0.173898,1.13369,1.13415,,30.0,3.0
188,8.75148,11.9142,18.7687,63.1754,0.458448,0.971638,0.972854,,30.0,3.0
189,2.19697,42.7147,19.1301,10.8568,0.575751,3.39257,3.39208,,30.0,3.0
190,11.5486,14.2816,18.8545,39.5522,0.639716,1.45928,1.46318,,30.0,3.0
191,6.57066,32.4389,18.9302,25.8661,0.611738,2.49613,2.49805,,30.0,3.0
192,7.39349,24.0485,13.8513,15.208,0.349433,2.29114,2.29263,,30.0,3.0
193,5.53672,23.8271,12.3546,64.2724,0.138287,1.36452,1.36618,,30.0,3.0
194,7.54001,11.8623,14.2265,93.9771,0.589677,0.783825,0.782434,,30.0,3.0
195,11.1732,26.8653,13.6313,30.1606,0.328482,2.39389,2.39689,,30.0,3.0
196,1.95918,26.5903,18.1035,93.5025,0.647468,1.28635,1.28808,,30.0,3.0
197,6.57551,42.4071,13.8835,8.90156,0.352579,4.03917,4.03751,,30.0,3.0
198,10.9469,22.2352,20.3247,44.5837,0.343788,1.79417,1.79561,,30.0,3.0
199,4.75411,38.3038,15.2142,17.6166,0.926677,3.07996,3.08237,,30.0,3.0
200,0.468065,14.6787,14.1943,96.6231,0.568094,0.614642,0.616549,,30.0,3.0
201,15.691,40.3673,15.2522,27.1635,0.138775,3.84679,3.8431,,30.0,3.0
202,8.67369,32.6649,21.2921,41.0208,0.805151,2.41197,2.4138,,30.0,3.0
203,9.43535,18.8152,13.6443,86.35,0.847161,1.20518,1.20683,,30.0,3.0
204,14.7273,12.2338,12.8855,46.4317,0.00804694,1.50488,1.49984,,30.0,3.0
205,4.66743,32.9908,15.9553,64.325,0.261933,1.88861,1.89079,,30.0,3.0
206,3.02756,21.6649,12.1088,99.6928,0.633922,1.00167,1.00093,,30.0,3.0
207,10.7576,13.953,19.8563,27.5027,0.771799,1.55678,1.5579,,30.0,3.0
208,13.3249,28.6261,13.141,41.8441,0.278323,2.39818,2.40109,,30.0,3.0
209,1.17674,19.0044,21.2487,22.1604,0.354936,1.18377,1.18452,,30.0,3.0
210,18.9065,21.7654,21.9076,10.2221,0.588835,3.12252,3.12225,,30.0,3.0
211,6.69573,17.9035,21.2658,62.1265,0.754992,1.1935,1.19541,,30.0,3.0
212,7.33264,28.399,16.6207,79.8488,0.615694,1.64893,1.65151,,30.0,3.0
213,17.7624,19.8421,21.2718,41.7485,0.462994,2.06545,2.06818,,30.0,3.0
214,10.2548,18.3554,16.7855,85.8022,0.403678,1.21922,1.22267,,30.0,3.0
215,14.2808,16.7937,17.3076,5.06559,0.671745,2.83406,2.83351,,30.0,3.0
216,9.97338,37.3014,21.6801,63.7643,0.985233,2.55139,2.55223,,30.0,3.0
217,1.81007,36.5907,17.9771,53.869,0.759382,2.10724,2.10856,,30.0,3.0
218,6.8254,18.5192,20.1958,74.0411,0.433667,1.15702,1.16012,,30.0,3.0
219,18.1019,15.2619,12.0231,41.5638,0.422123,2.00784,2.00501,,30.0,3.0
220,10.5779,17.1923,20.688,76.9931,0.878307,1.23797,1.24006,,30.0,3.0
221,12.1379,33.17,21.3645,95.199,0.498389,2.06162,2.05982,,30.0,3.0
222,12.0744,13.2509,15.7834,41.3215,0.332679,1.43317,1.4355,,30.0,3.0
223,9.64284,44.223,20.5395,84.1611,0.617232,2.85295,2.86022,,30.0,3.0
224,17.0117,35.5198,14.3545,49.14,0.630267,2.95707,2.95981,,30.0,3.0
225,4.93389,30.2735,14.3136,16.6783,0.886038,2.46581,2.46779,,30.0,3.0
226,4.87422,14.7916,16.9027,79.6241,0.718458,0.863937,0.86677,,30.0,3.0
227,1.79433,24.3951,20.6337,25.1748,0.713795,1.56473,1.56611,,30.0,3.0
228,2.98171,13.6375,15.8216,24.9204,0.465198,1.00042,1.00158,,30.0,3.0
229,5.01608,44.7019,15.3946,35.3637,0.636207,3.20256,3.20443,,30.0,3.0
230,14.8782,38.1483,14.49,66.2957,0.0726198,2.69431,2.69733,,30.0,3.0
231,14.4684,19.9967,12.1136,47.7797,0.0368943,1.86947,1.86698,,30.0,3.0
232,16.6422,36.6183,17.0359,59.7658,0.308184,2.80269,2.80396,,30.0,3.0
233,9.73257,19.5691,21.8804,6.87425,0.889903,2.28,2.28132,,30.0,3.0
234,9.76816,18.3866,19.377,72.3544,0.884703,1.29212,1.29466,,30.0,3.0
235,12.5576,27.209,20.8418,95.5022,0.15245,1.71366,1.71239,,30.0,3.0
236,12.3253,36.4517,15.9775,90.5048,0.686875,2.25705,2.25957,,30.0,3.0
237,14.486,34.1284,15.3236,33.7136,0.56574,3.05657,3.06022,,30.0,3.0
238,15.4121,19.421,19.1032,27.7293,0.742518,2.2298,2.23232,,30.0,3.0
239,16.2083,33.5636,14.5191,94.8653,0.780155,2.18878,2.18907,,30.0,3.0
240,10.6353,38.6475,12.0852,61.4651,0.854401,2.58284,2.58269,,30.0,3.0
241,13.6675,10.3021,14.6096,54.8501,0.730521,1.2337,1.236,,30.0,3.0
242,13.3911,37.3287,16.3308,19.0239,0.640559,3.75975,3.75717,,30.0,3.0
243,16.3233,10.162,16.4718,78.0468,0.581209,1.12721,1.12584,,30.0,3.0
244,1.87255,13.1395,14.8749,27.8006,0.145997,0.838517,0.839528,,30.0,3.0
245,12.5553,11.833,21.3296,65.3559,0.364248,1.11255,1.11093,,30.0,3.0
246,19.9936,28.2781,20.0161,76.1364,0.0498889,2.20153,2.20347,,30.0,3.0
247,13.973,11.5941,18.728,77.2316,0.352985,1.08974,1.0893,,30.0,3.0
248,9.61406,39.2648,16.9934,85.1499,0.724555,2.39809,2.40016,,30.0,3.0
249,12.9125,31.5973,14.6733,57.3701,0.977766,2.33084,2.33116,,30.0,3.0
250,0.827081,27.6829,13.0113,30.8811,0.057877,1.52059,1.52132,,30.0,3.0
251,14.149,22.4152,20.2178,12.7973,0.840314,2.75512,2.7565,,30.0,3.0
252,10.7675,29.4116,16.8506,26.4425,0.731321,2.62524,2.6282,,30.0,3.0
253,2.99257,20.3132,16.9349,34.3248,0.849251,1.30752,1.30955,,30.0,3.0
254,4.54573,41.4958,17.8258,29.4934,0.128837,2.96239,2.96411,,30.0,3.0
255,18.0324,40.8938,20.4217,63.3356,0.403569,3.16723,3.16878,,30.0,3.0
256,11.6143,14.0974,17.4853,1.89167,0.587387,2.45298,2.45229,,30.0,3.0
257,16.1391,31.9611,15.2059,22.6082,0.757085,3.4484,3.44524,,30.0,3.0
258,14.9071,35.1709,15.2393,68.7287,0.43944,2.48805,2.48648,,30.0,3.0
259,9.26508,35.6173,21.9412,41.9757,0.559443,2.63663,2.63872,,30.0,3.0
260,6.17592,42.8823,15.0433,94.4811,0.541778,2.41155,2.41614,,30.0,3.0
261,12.1956,36.1571,15.2455,49.6544,0.0366752,2.66409,2.66538,,30.0,3.0
262,18.7913,33.4701,12.2719,94.8821,0.882405,2.26833,2.27253,,30.0,3.0
263,10.1235,15.6054,15.6242,35.8912,0.186722,1.50893,1.51127,,30.0,3.0
264,6.64158,18.9028,15.597,26.1077,0.473388,1.60615,1.60391,,30.0,3.0
265,4.72027,34.2665,19.0226,56.79,0.94966,2.10825,2.10867,,30.0,3.0
266,2.0908,10.8904,21.8024,48.3335,0.185384,0.654035,0.653477,,30.0,3.0
267,17.1057,34.0194,18.2138,41.6587,0.90166,3.02103,3.02468,,30.0,3.0
268,1.50396,44.0323,14.0916,18.3936,0.664448,3.1962,3.19806,,30.0,3.0
269,12.305,37.9147,18.616,81.6215,0.216405,2.44757,2.45025,,30.0,3.0
270,17.5253,10.5195,15.2084,68.6439,0.557942,1.28323,1.28335,,30.0,3.0
271,9.15429,35.566,15.7982,97.9155,0.405334,2.01568,2.0176,,30.0,3.0
272,2.78299,37.5287,20.8916,35.5439,0.199775,2.43398,2.43793,,30.0,3.0
273,12.9868,42.7779,12.4342,47.1446,0.378422,3.27164,3.27507,,30.0,3.0
274,16.1633,10.9225,15.852,54.5129,0.498763,1.38398,1.3838,,30.0,3.0
275,15.0971,13.4411,20.6405,23.5508,0.430494,1.87587,1.87705,,30.0,3.0
276,2.04752,42.5791,21.2061,67.5776,0.959825,2.55097,2.55046,,30.0,3.0
277,1.19642,32.8731,12.6441,85.4662,0.3489,1.53027,1.5296,,30.0,3.0
278,11.052,21.3767,19.0732,72.8658,0.990645,1.502,1.50403,,30.0,3.0
279,11.9833,34.9785,20.802,26.133,0.655141,3.10427,3.10468,,30.0,3.0
280,5.71627,41.8133,13.6806,87.0676,0.335411,2.32188,2.3263,,30.0,3.0
281,19.6471,35.5992,17.7691,74.8262,0.461081,2.67245,2.67418,,30.0,3.0
282,13.5248,29.0826,19.7225,89.7093,0.981212,1.90359,1.90562,,30.0,3.0
283,17.2997,41.1017,20.7114,19.8955,0.869062,4.32875,4.32624,,30.0,3.0
284,10.3035,27.9595,16.1166,73.9215,0.00120149,1.7775,1.77608,,30.0,3.0
285,4.6149,36.5262,15.8591,97.6493,0.387398,1.90456,1.90448,,30.0,3.0
286,9.62515,32.2538,19.5437,6.69304,0.484771,3.36078,3.36289,,30.0,3.0
287,0.532631,13.1268,12.9202,98.3317,0.895689,0.544221,0.543973,,30.0,3.0
288,5.00512,39.5081,14.4448,3.88265,0.0675345,3.72549,3.72683,,30.0,3.0
289,8.24862,15.0678,18.7971,60.1579,0.230628,1.1189,1.12063,,30.0,3.0
290,15.8369,39.6944,12.0,5.74066,0.648534,5.68044,5.6773,,30.0,3.0
291,13.449,20.0809,14.2308,7.87102,0.341203,3.0556,3.05538,,30.0,3.0
292,0.57709,24.5934,17.8587,16.0517,0.359324,1.52519,1.52596,,30.0,3.0
293,17.9503,22.0869,18.7556,64.6038,0.0411914,1.8915,1.89429,,30.0,3.0
294,17.5805,18.7578,18.2598,62.0216,0.953877,1.75789,1.76211,,30.0,3.0
295,10.9386,21.6493,20.8956,12.1316,0.855148,2.41113,2.41265,,30.0,3.0
296,11.911,25.3607,18.3251,51.7561,0.662708,1.95993,1.9585,,30.0,3.0
297,2.48858,41.5094,18.2914,30.1452,0.221155,2.8031,2.80071,,30.0,3.0
298,12.8942,36.1631,12.5294,71.173,0.682334,2.41013,2.40979,,30.0,3.0
299,7.6532,16.4567,14.7891,25.0001,0.10213,1.55514,1.55615,,30.0,3.0
